Query,Results,Title,Type,CreateDate
Cotton is Capitalism,5985,Fruits of merchant capital : slavery and bourgeois property in the rise and expansion of capitalism,pbook,1983
Cotton is Capitalism,5985,The pricing of progress : economic indicators and the capitalization of American life,pbook,2017
Cotton is Capitalism,5985,Caste and capitalism in colonial India : the Nattukottai Chettiars,pbook,1994
Cotton is Capitalism,5985,Politics and markets in the wake of the Asian crisis,book,2000
Cotton is Capitalism,5985,Processes of the world-system,pbook,1980
Cotton is Capitalism,5985,"The great divergence China, Europe, and the making of the modern world economy",book,2000
Cotton is Capitalism,5985,The quest of the silver fleece,pbook,1989
Cotton is Capitalism,5985,"Democracy reborn,",pbook,1944
Cotton is Capitalism,5985,"Black history; a reappraisal,",pbook,1968
Cotton is Capitalism,5985,World history : the story of mankind from prehistory to the present,pbook,1996
Cotton is Capitalism,5985,Black society in the New World,pbook,1971
Cotton is Capitalism,5985,American Mirror The United States and Brazil in the Age of Emancipation,book,2021
Cotton is Capitalism,5985,Moral rights in the workplace,pbook,1987
Cotton is Capitalism,5985,"Writing red : an anthology of American women writers, 1930-1940",pbook,1987
Cotton is Capitalism,5985,"Deep Souths : Delta, Piedmont, and Sea Island society in the age of segregation",pbook,2001
Cotton is Capitalism,5985,Competitive advantage on the shop floor,pbook,1990
Cotton is Capitalism,5985,Readings in United States economic and business history.,pbook,1966
Cotton is Capitalism,5985,Flush times and fever dreams : a story of capitalism and slavery in the age of Jackson,pbook,2012
Cotton is Capitalism,5985,History of American political thought,pbook,2019
Cotton is Capitalism,5985,"Africa in the colonial ages of empire : slavery, capitalism, racism, colonialism, decolonization, independence as recolonization, and beyond",pbook,2018
Cotton is Capitalism,5985,"Africa in the colonial ages of empire : slavery, capitalism, racism, colonialism, decolonization, independence as recolonization, and beyond",book,2018
Cotton is Capitalism,5985,"Deep Souths : Delta, Piedmont, and Sea Island Society in the Age of Segregation.",book,2001
Cotton is Capitalism,5985,The Labor of Capitalism: Industrial Revolution and the Transformation of the Global Cotton-Growing Countryside,book_chapter,2014
Cotton is Capitalism,5985,Limited livelihoods gender and class in nineteenth-century England,book,1992
Global Response Health Crises from the Early 20th Century to Covid-19,42,COVID-19 and Cognitive Biases: What Lessons Can Be Learned to Fight Against Global Warming,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,IoT-Based Wearable Body Sensor Network for COVID-19 Pandemic,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Epidemiology of COVID-19: Special Emphasis on Nanoscience and Its Implications,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Singapore’s Response to COVID-19 and Its Impacts on Singapore-China Relations,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,"Applications of Artificial Intelligence and Molecular Immune Pathogenesis, Ongoing Diagnosis and Treatments for COVID-19",book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,First Report on Public Opinion Regarding COVID-19 Vaccination in Bosnia and Herzegovina,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Envisioning Sarajevo as Pandemic-Resilient City: A Case Study on Public Spaces,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Towards Broadening the Scope of Disaster Risk Reduction: An Exploration of How Epidemic and Pandemic Preparedness is Currently Embedded Within Existing Disaster Risk Reduction Planning in Sri Lanka,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Reflections on 2020: Awakening to a World at Risk,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Surviving in Pandemic Times – Can Good Design Help Us to Change Our Lives?,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Design for Ageing in Place in Isolated Contexts: A Methods Literature Review,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Resilience of Healthcare System to Outbreaks,book_chapter,2020
Global Response Health Crises from the Early 20th Century to Covid-19,42,Should Your Baby Be Vaccinated?,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Vulnerability Analysis to Support Disaster Resilience,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,"Drivers, Pressures and Stressors: The Societal Framework of Water Resources Management",book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Going Forth with Gusto and Grace,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Introduction: Literary Cultures and Twenty-First-Century Childhoods,book_chapter,2020
Global Response Health Crises from the Early 20th Century to Covid-19,42,Transforming Education with AI,book_chapter,2020
Global Response Health Crises from the Early 20th Century to Covid-19,42,Price Determination in a Multi-Sector Global Economy,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Modern Devices and Software Solutions as a Tool for Education on Local Biodiversity: A Case Study,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Navigating African Agency in a Multipolar World System,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Discussions at the Table,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,A Research Agenda for Animal Geographies,book,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Policy Change and Innovation in Multilevel Governance,book,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Prologue,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Spain,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Japan,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,The “AugmentChain”,book_chapter,2020
Global Response Health Crises from the Early 20th Century to Covid-19,42,Mexico,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Case Identification and Contact Tracing,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Introduction: Setting the Frame,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,An Historical Perspective of Learning Spaces,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,City and Region Renewal and Value Capture Planning,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Urban Planning to Prevent Pandemics: Urban Design Implications of BiocyberSecurity (BCS),book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,“Forever foreigners”: Intergenerational impacts of historical trauma from the World War II Japanese American incarceration,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,"Human rights, policy, and legal interventions",book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Integrating Equity and Justice into Climate Action Planning: Beyond Mere Symbolism,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Brazil,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Sweden,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Finland,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Netherlands,book_chapter,2021
Global Response Health Crises from the Early 20th Century to Covid-19,42,Change in Perspectives in Cultural Tourism: A Sustainable Managerial Model for Cultural Thematic Routes Creating Territorial Value,book_chapter,2021
Plagued,29408,Plagued by the nightingale,pbook,1931
Plagued,29408,Plagued by the nightingale,pbook,1966
Plagued,29408,Plagued by fire : the dreams and furies of Frank Lloyd Wright,pbook,2019
Plagued,29408,Chad's 2007 peace agreement plagued by poor implementation,book,2010
Plagued,29408,Plagued by the West = (Gharbzadegi),pbook,1982
Plagued,29408,"Federal retirement processing : OPM is pursing incremental information technology improvements after canceling a modernization plagued by management weaknesses : testimony before the Subcommittee on Federal Workforce, U.S. Postal Service, and the Census, Committee on Oversight and Government Reform, House of Representatives",book,2013
Plagued,29408,1997 Green Lake survey : the warmwater fish community of an urban lake plagued by algal blooms and eurasian watermilfoil,pbook,1998
Plagued,29408,"The value of a dollar : colonial era to the Civil War, 1600-1865",pbook,2005
Plagued,29408,"Shaker, why don't you sing?",pbook,1983
Plagued,29408,"The Norfolk gentleman his last will and testament and how he committed the keeping of his children to his own brother, who dealt most wickedly with them, and how God plagued him for it : the tune is Rogero.",book,1658
Plagued,29408,"Christs teares over Jerusalem. Or, A caveat for England, to call to God for mercy, lest we be plagued for our contempt and wickednesse To the tune of The merchants.",book,1640
Plagued,29408,"The Norfolk gentleman his last will and testament and how he committed the keeping of his children to his own brother, who dealt most wickedly with them, and how God plagued him for it : the tune is, Rogero.",book,1663
Plagued,29408,"The Norfolk gentleman's last will and testament. [... c]ommitted the keeping of his children to his own brother, who dealt most wickedly with them, and how God plagued him for it. To the tune of Rogero.",book,1700
Plagued,29408,"An examination of S. 1194, the Mentally Ill Offender Treatment and Crime Reduction Act of 2003 : hearing before the Committee on the Judiciary, United States Senate, One Hundred Eighth Congress, first session, July 30, 2003.",pbook,2004
Plagued,29408,"A triple antidote, against certaine very common scandals of this time, which, like infections and epidemicall diseases, haue generally annoyed most sorts of people amongst vs, poisoned also not a few, and diuers waies plagued and afflicted the whole state.",book,1609
Plagued,29408,"The Norfolke gentleman his last vvill and testament and how hee committed the keeping of his children to his owne brother, who dealt most wickedly with them: and how God plagued him for it. To the tune of Rogero.",book,1635
Plagued,29408,"The Norfolke gentleman his last vvill and testament: and how hee committed the keeping of his children to his owne brother, who dealt most wickedly with them: and how God plagued him for it. To the tune of Rogero.",book,1635
Plagued,29408,"The Norfolke gentleman his last vvill and testament and how he committed the keeping of his children to his brother, who dealt most wicke ly [sic] by them: and how God plagued him for it. To the tune of Rogero.",book,1695
Plagued,29408,"A triple antidote, against certaine very common scandals of this time which, like infections and epidemicall diseases, haue generally annoyed most sorts of people amongst vs, poisoned also not a few, and diuers waies plagued and afflicted the whole state.",book,1609
Plagued,29408,"The Norfolke gentleman his last vvill and testament: and how hee committed the keeping of his children to his owne brother, who dealt most wickedly with them: and how God plagued him for it. To the tune of Rogero.",book,1635
Plagued,29408,The price of independence : a realistic view of the American Revolution,pbook,1974
Plagued,29408,"Great business disasters; swindlers, bunglers, and frauds in American industry.",pbook,1972
Plagued,29408,Elite deviance,pbook,2002
Plagued,29408,Rhinoce??ros : pie??ce en trois actes et quatre tableaux,pbook,1959
Plagued,29408,Jiu guo,pbook,2012
Plagued,29408,Mr. Tall : a novella and stories,pbook,2014
Plagued,29408,"The gilded leaf : triumph, tragedy, and tobacco : three generations of the R.J. Reynolds family and fortune",pbook,1989
Plagued,29408,Pirate: rascals of the Spanish Main,pbook,1957
Plagued,29408,Combined and uneven Apocalypse,pbook,2010
Plagued,29408,The square root of wonderful : a play,pbook,1958
Plagued,29408,"""Shouldn't you be in school?""",pbook,2014
Plagued,29408,Mercator : the man who mapped the planet,pbook,2003
Plagued,29408,Dodge dynasty : the car and the family that rocked Detroit,pbook,1989
Plagued,29408,Up the down staircase,pbook,1964
Plagued,29408,Shakespeare's contagious sympathies : ill communications,book,2018
Plagued,29408,A cupboard full of coats,pbook,2012
Plagued,29408,Molto agitato : the mayhem behind the music at the Metropolitan Opera,pbook,2001
Plagued,29408,Iranian weapons of mass destruction the birth of a regional nuclear arms race?,book,2009
Plagued,29408,The lost daughter of happiness,pbook,2001
Plagued,29408,Scratching's catching!,pbook,2007
Plagued,29408,Whittington,pbook,2005
Plagued,29408,Victory in Papua,pbook,1957
Plagued,29408,The Nantucket diet murders,pbook,1985
Plagued,29408,The women of Brewster Place,pbook,1982
Plagued,29408,"Of Beasts and Beauty : Gender, Race, and Identity in Colombia.",book,2013
Plagued,29408,Victory in Papua,pbook,2003
Plagued,29408,"Jerk, California",pbook,2008
Plagued,29408,"Captain's wife : narrative of a voyage in the schooner Antarctic 1829, 1830, 1831",pbook,2012
Plagued,29408,The complete collected poems of Maya Angelou.,pbook,1994
Plagued,29408,Sounding the classics : from Sophocles to Thomas Mann,pbook,1997
Suicide Trends,18544,"SUICIDE AND SUICIDE TRENDS IN THE UNITED STATES, 1900-1999",book_chapter,2003
Suicide Trends,18544,New trends in suicide prevention,pbook,1982
Suicide Trends,18544,International suicide rates and prevention strategies,pbook,2004
Suicide Trends,18544,"Contemporary suicide terrorism origins, trends and ways of tackling it",book,2012
Suicide Trends,18544,The international handbook of suicide and attempted suicide,pbook,2000
Suicide Trends,18544,"Tragic trends : suicide prevention among veterans : hearing before the Committee on Veterans' Affairs, U.S. House of Representatives, One Hundred Sixteenth Congress, first session, Monday, April 29, 2019.",book,2021
Suicide Trends,18544,"Suicide in the United States, 1950-1964",book,1967
Suicide Trends,18544,Forced exit : the slippery slope from assisted suicide to legalized murder,pbook,1997
Suicide Trends,18544,The invisible front : love and loss in an era of endless war,pbook,2014
Suicide Trends,18544,The international handbook of suicide and attempted suicide,book,2000
Suicide Trends,18544,Suicide in African Americans,pbook,1998
Suicide Trends,18544,Suicide and attempted suicide among children and adolescents,pbook,1986
Suicide Trends,18544,Suicide in adolescence,pbook,1987
Suicide Trends,18544,Preventing adolescent suicide,pbook,1988
Suicide Trends,18544,Suicide and homicide among adolescents,pbook,1994
Suicide Trends,18544,Suicidology : essays in honor of Edwin S. Shneidman,pbook,1993
Suicide Trends,18544,The international handbook of suicide and attempted suicide,book,2000
Suicide Trends,18544,Suicide bombings,book,2011
Suicide Trends,18544,Systematic review of suicide prevention in veterans,book,2015
Suicide Trends,18544,Patterns of suicide and homicide in the world,pbook,1996
Suicide Trends,18544,Suicide and homicide in the twentieth century : changes over time,pbook,1998
Suicide Trends,18544,Suicide from a global perspective vulnerable populations and controversies,book,2012
Suicide Trends,18544,Defence against terrorism different dimensions and trends of an emerging threat,book,2012
Suicide Trends,18544,Future trends and new approaches in defeating the terrorism threat,book,2013
Suicide Trends,18544,Self-destructive behavior among younger age groups,pbook,1976
Suicide Trends,18544,Drug overdose deaths among adolescents aged 15-19 in the United States :1999-2015,book,2017
Suicide Trends,18544,"Violence and the violent individual : proceedings of the twelfth annual symposium, Texas Research Institute of Mental Sciences, Houston, Texas, November 1-3, 1979",pbook,1981
Suicide Trends,18544,Risky behavior among youths an economic analysis,book,2001
Suicide Trends,18544,Prisons,pbook,1999
Suicide Trends,18544,Paternalism : theory and practice,book,2013
Suicide Trends,18544,Palliative Care Transforming the Care of Serious Illness,book,2011
Suicide Trends,18544,The changing portrayal of adolescents in the media since 1950,pbook,2008
Suicide Trends,18544,Lifes preservative against self-killing,book,2014
Suicide Trends,18544,To establish an Indian youth telemental health demonstration project : report (to accompany S. 322).,pbook,2007
Suicide Trends,18544,Indian Youth Telemental Health Demonstration Project Act of 2006 : report (to accompany S. 2245).,pbook,2006
Suicide Trends,18544,Suicidal Behavior in Children and Adolescents.,book,2009
Suicide Trends,18544,"Human life : problems of birth, of living, and of dying",pbook,1977
Suicide Trends,18544,Perspectives in personality research,pbook,1960
Suicide Trends,18544,Insights in the Economics of Aging,book,2017
Suicide Trends,18544,"Breaking with tradition : women and work, the new facts of life",pbook,1992
Suicide Trends,18544,The Soviet legacy,pbook,1993
Suicide Trends,18544,A companion to bioethics,book,2009
Suicide Trends,18544,Sustainable agriculture and food security : the impact of globalisation,pbook,2002
Suicide Trends,18544,Proxy contests for corporate control : a treatise on the legal and practical problems of management and insurgents in a corporate proxy contest,pbook,1957
Suicide Trends,18544,21st century psychology : a reference handbook,pbook,2008
Suicide Trends,18544,Mental disorder in Canada : an epidemiological perspective,book,2010
Suicide Trends,18544,Autopsy on an empire : understanding mortality in Russia and the former Soviet Union,pbook,2004
Suicide Trends,18544,Beloved community : the sisterhood of homeless women in poetry.,pbook,2007
Suicide Trends,18544,The New language of change : constructive collaboration in psychotherapy,pbook,1993
Suicide Trends,18544,Fatal misconception : the struggle to control world population,pbook,2008
China’s Impact on the Global Drug Trade,7394,China 2020: How Western Business Can—and Should—Influence Social and Political Change in the Coming Decade,book,2009
China’s Impact on the Global Drug Trade,7394,Dangerous harvest drug plants and the transformation of indigenous landscapes,book,2004
China’s Impact on the Global Drug Trade,7394,Hyperborder : the contemporary U.S.-Mexico border and its future,pbook,2008
China’s Impact on the Global Drug Trade,7394,Africa's World Trade: Informal economies and globalization from below,book,2014
China’s Impact on the Global Drug Trade,7394,"Criminal prosperity : drug trafficking, money laundering and financial crises after the Cold War",book,2003
China’s Impact on the Global Drug Trade,7394,"Encyclopedia of science, technology, and ethics",book,2004
China’s Impact on the Global Drug Trade,7394,"Encyclopedia of science, technology, and ethics",pbook,2005
China’s Impact on the Global Drug Trade,7394,"WTO, Globalization and China's Health Care System",book,2007
China’s Impact on the Global Drug Trade,7394,Biotechnology Regulation and Trade,book,2017
China’s Impact on the Global Drug Trade,7394,The Global Financial and Economic Crisis in the South: Impact and Responses,book,2015
China’s Impact on the Global Drug Trade,7394,Illicit Trade and the Global Economy,book,2011
China’s Impact on the Global Drug Trade,7394,Food and Drug Regulation in an Era of Globalized Markets,book,2015
China’s Impact on the Global Drug Trade,7394,Thinking Globally : A Global Studies Reader.,book,2013
China’s Impact on the Global Drug Trade,7394,"Medicine Price Surveys, Analyses and Comparisons: Evidence and Methodology Guidance",book,2018
China’s Impact on the Global Drug Trade,7394,"Drugs and empires : essays in modern imperialism and intoxication, c.1500-c.1930",pbook,2007
China’s Impact on the Global Drug Trade,7394,"The New Political Economy of Pharmaceuticals: Production, Innnovation and TRIPS in the Global South",book,2013
China’s Impact on the Global Drug Trade,7394,Dangerous Harvest: Drug Plants and the Transformation of Indigenous Landscapes,book,2004
China’s Impact on the Global Drug Trade,7394,"The Illegal Wildlife Trade: Inside the World of Poachers, Smugglers and Traders",book,2016
China’s Impact on the Global Drug Trade,7394,Chinese medicine men : consumer culture in China and Southeast Asia,book,2006
China’s Impact on the Global Drug Trade,7394,Third world health : hostage to first world health,pbook,2005
China’s Impact on the Global Drug Trade,7394,The Great Free Trade Myth: British Foreign Policy and East Asia Since 1980,book,2020
China’s Impact on the Global Drug Trade,7394,REACH Beyond Borders: Europeanization Towards Global Regulation,book,2017
China’s Impact on the Global Drug Trade,7394,Intellectual Property and Public Health in the Developing World,book,2016
China’s Impact on the Global Drug Trade,7394,Social and Administrative Aspects of Pharmacy in Low- and Middle-Income Countries: Present Challenges and Future Solutions,book,2017
China’s Impact on the Global Drug Trade,7394,Standing up for a Sustainable World: Voices of Change,book,2020
China’s Impact on the Global Drug Trade,7394,Countering the Problem of Falsified and Substandard Drugs,book,2013
China’s Impact on the Global Drug Trade,7394,Golden holocaust : origins of the cigarette catastrophe and the case for abolition,book,2011
China’s Impact on the Global Drug Trade,7394,"The great escape: health, wealth, and the origins of inequality",book,2013
China’s Impact on the Global Drug Trade,7394,Nutraceutical and functional food regulations in the united states and around the world (food science and technology),book,2008
China’s Impact on the Global Drug Trade,7394,Dilemmas Of International Trade: Second Edition,book,2018
China’s Impact on the Global Drug Trade,7394,Blockchain and Supply Chain Management,book,2021
China’s Impact on the Global Drug Trade,7394,The Corporation That Changed the World : How the East India Company Shaped the Modern Multinational (Edition 2),book,2012
China’s Impact on the Global Drug Trade,7394,Ethics for International Business: Decision-Making in a Global Political Economy,book,2010
China’s Impact on the Global Drug Trade,7394,China and India: Economic Performance and Business Strategies of Firms in the Mid 1990s,book,1998
China’s Impact on the Global Drug Trade,7394,"Intellectual Property, Pharmaceuticals and Public Health: Access to Drugs in Developing Countries",book,2011
China’s Impact on the Global Drug Trade,7394,"The rise of the Global South: philosophical, geopolitical and economic trends of the 21st century",book,2013
China’s Impact on the Global Drug Trade,7394,Hidden Champions of the Twenty-First Century: The Success Strategies of Unknown World Market Leaders,book,2009
China’s Impact on the Global Drug Trade,7394,"UNDERSTANDING GLOBALIZATION: THE SOCIAL CONSEQUENCES OF POLITICAL, ECONOMIC, AND ENVIRONMENTAL CHANGE (2nd edition)",book,2003
China’s Impact on the Global Drug Trade,7394,Global Governance of Intellectual Property in the 21st Century: Reflecting Policy Through Change,book,2016
China’s Impact on the Global Drug Trade,7394,"The New Political Economy of Pharmaceuticals: Production, Innovation and TRIPS in the Global South",book,2013
China’s Impact on the Global Drug Trade,7394,Challenging the Chip: Labor Rights and Environmental Justice in the Global Electronics Industry,book,2008
China’s Impact on the Global Drug Trade,7394,The Chemical and Pharmaceutical Industry in China: Opportunities and Threats for Foreign Companies,book,2005
China’s Impact on the Global Drug Trade,7394,Global Non-Proliferation and Counter-Terrorism: The Impact of UNSCR 1540,book,2007
China’s Impact on the Global Drug Trade,7394,The Impact of the Trump Administration on US: Caribbean Relations (2017–2019),book_chapter,2020
China’s Impact on the Global Drug Trade,7394,Regional Cooperation and Free Trade Agreements in Asia,book,2014
China’s Impact on the Global Drug Trade,7394,Asian Century… On a Knife-Edge : a 360 Degree Analysis of Asia'S Recent Economic Development,book,2018
China’s Impact on the Global Drug Trade,7394,The Impact of 9/11 on Canada - U.S. Trade,book,2008
China’s Impact on the Global Drug Trade,7394,Narratives of Free Trade: The Commercial Cultures of Early US-China Relations,book,2011
China’s Impact on the Global Drug Trade,7394,"Fish inspection, quality control, and HACCP : a global focus : proceedings of the conference held May 19-24, 1996, Arlington, Virginia, USA",pbook,1997
China’s Impact on the Global Drug Trade,7394,The Rise of China as a Global Player in the Healthcare Industry,book_chapter,2020
Imperialism Created West African Child Labor,2877,Paving the empire road: BBC television and Black Britons,book,2013
Imperialism Created West African Child Labor,2877,Imperialism,book_chapter,2020
Imperialism Created West African Child Labor,2877,Imperialism and the African Indigenous Knowledge System,book_chapter,2017
Imperialism Created West African Child Labor,2877,Enslaved African Labour: Violent Racial Capitalism,book_chapter,2021
Imperialism Created West African Child Labor,2877,"Technology, capitalism and imperialism: The rise of the West",book_chapter,2019
Imperialism Created West African Child Labor,2877,Readings of the Particular: The Postcolonial in the Postnational,book,2007
Imperialism Created West African Child Labor,2877,"The African During the War, 1943–1944",book_chapter,2018
Imperialism Created West African Child Labor,2877,Racism in Colonial Zimbabwe,book_chapter,2019
Imperialism Created West African Child Labor,2877,One Imperialism,book_chapter,2019
Imperialism Created West African Child Labor,2877,"Researching Women and Gender in Africa: Present Realities, Future Directions",book_chapter,2021
Imperialism Created West African Child Labor,2877,Imperialism,book_chapter,2016
Imperialism Created West African Child Labor,2877,A Child From the Village,book,2015
Imperialism Created West African Child Labor,2877,Reparative Justice: A Pan-African Criminology Primer,book_chapter,2004
Imperialism Created West African Child Labor,2877,"Researching Education: Florence Nightingale, British Imperialism and Colonial Schools",book_chapter,2019
Imperialism Created West African Child Labor,2877,Concepts of Slavery in the United States 1865–1914,book_chapter,2019
Imperialism Created West African Child Labor,2877,Public Motherhood in West Africa as Theory and Practice,book_chapter,2013
Imperialism Created West African Child Labor,2877,The Columbia Guide to American Indian Literatures of the United States Since 1945,book,2006
Imperialism Created West African Child Labor,2877,Sociological Imperialism,book_chapter,2019
Imperialism Created West African Child Labor,2877,"German Imperialism and Social Imperialism, 1871–1933",book_chapter,2021
Imperialism Created West African Child Labor,2877,Five Emus to the King of Siam: Environment and Empire,book,2007
Imperialism Created West African Child Labor,2877,Bodies and Voices: The Force-Field of Representation and Discourse in Colonial and Postcolonial Studies,book,2008
Imperialism Created West African Child Labor,2877,Indigenous Peoples and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,France and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,Philosophy and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,Eurocentrism and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,"America’s Farther West: The Trans-Mississippi West, 1815–1890",book_chapter,2019
Imperialism Created West African Child Labor,2877,Neoliberalism and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,Contemporary Capitalism and Imperialism,book_chapter,2020
Imperialism Created West African Child Labor,2877,The Political Economy of Small Arms and Light Weapons Proliferations in Africa,book_chapter,2021
Imperialism Created West African Child Labor,2877,Social Costs of US Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,Diasporic Feminist Anti-Imperialism,book_chapter,2020
Imperialism Created West African Child Labor,2877,"Pedagogical Imperialism: American Education of Muslim Filipinos, 1898–1935",book_chapter,2020
Imperialism Created West African Child Labor,2877,"Neo-European Wests: Frontiers of Empire, 1607–1754",book_chapter,2019
Imperialism Created West African Child Labor,2877,Nicaragua and Contemporary American Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,"BLACK MASK, WHITE ZOMBIES",book_chapter,2017
Imperialism Created West African Child Labor,2877,"Rationality, Utility, and Imperialism",book_chapter,2019
Imperialism Created West African Child Labor,2877,Debt Crisis in Africa and Imperialism,book_chapter,2021
Imperialism Created West African Child Labor,2877,Navigating colonial orders: Norwegian entrepreneurship in Africa and Oceania,book,2014
Imperialism Created West African Child Labor,2877,"Ethiopia, Revolution, and Soviet Social Imperialism",book_chapter,2021
Imperialism Created West African Child Labor,2877,"Two. Sport, Colonialism, and Imperialism",book_chapter,2019
Imperialism Created West African Child Labor,2877,Dominion Undeserved: Milton and the Perils of Creation,book,2013
Imperialism Created West African Child Labor,2877,European Imperialism and the Remaking of the World,book_chapter,2020
Imperialism Created West African Child Labor,2877,"These days of large things: the culture of size in America, 1865-1930.",book,2009
Imperialism Created West African Child Labor,2877,Victual Imperialism and U.S. Indian Policy,book_chapter,2019
Imperialism Created West African Child Labor,2877,The Religious Left Tradition in Twentieth‐Century America,book_chapter,2016
Imperialism Created West African Child Labor,2877,"1900–1901 Movies, New Imperialism, and the New Century",book_chapter,2020
Imperialism Created West African Child Labor,2877,"Trinidad and Tobago: George Weekes and the Oilfields Workers Resistance to Imperialism, 1962–1987",book_chapter,2021
Imperialism Created West African Child Labor,2877,"Sexuality, Medicine, and Imperialism: The International Traffic in Prostitution Policy",book_chapter,2019
Imperialism Created West African Child Labor,2877,Women and Gender Roles in Africa since 1918: Gender as a Determinant of Status,book_chapter,2006
Imperialism Created West African Child Labor,2877,"Stranger intimacy : contesting race, sexuality, and the law in the North American West",book,2012
An Analysis of The Haitian Revolution: The Impact of Silence,191,The Unspeakable: Narratives of Trauma,book,2014
An Analysis of The Haitian Revolution: The Impact of Silence,191,The unspeakable : narratives of trauma,book,2014
An Analysis of The Haitian Revolution: The Impact of Silence,191,The Haitian Exception,book_chapter,2019
An Analysis of The Haitian Revolution: The Impact of Silence,191,"Exile and Post-1946 Haitian Literature: Alexis, Depestre, Ollivier, Laferri??re, Danticat",book,2017
An Analysis of The Haitian Revolution: The Impact of Silence,191,The Haitian Revolution,book_chapter,2008
An Analysis of The Haitian Revolution: The Impact of Silence,191,Faith in Humanity: Philanthropists in the Colonial Clergy,book_chapter,2018
An Analysis of The Haitian Revolution: The Impact of Silence,191,Like Family: (Un)recognized Siblings and the Haitian- Dominican Family,book_chapter,2019
An Analysis of The Haitian Revolution: The Impact of Silence,191,Asylum Speakers: Caribbean Refugees and Testimonial Discourse,book,2010
An Analysis of The Haitian Revolution: The Impact of Silence,191,Overture: Haiti Against Forgetting and the Thermidorian Present,book_chapter,2020
An Analysis of The Haitian Revolution: The Impact of Silence,191,Notes,book_chapter,2020
An Analysis of The Haitian Revolution: The Impact of Silence,191,Introduction: Seek ye epistemic freedom first,book_chapter,2018
An Analysis of The Haitian Revolution: The Impact of Silence,191,More Than Things,book,2013
An Analysis of The Haitian Revolution: The Impact of Silence,191,"Stateless and Destitute: The O’Rourke Family of Saint-Domingue, Nantes and Wexford, 1788–1805",book_chapter,2019
An Analysis of The Haitian Revolution: The Impact of Silence,191,Socialist Equality and the Color-Blind Revolution,book_chapter,2020
An Analysis of The Haitian Revolution: The Impact of Silence,191,The Black Revolution Off-Campus,book_chapter,2019
An Analysis of The Haitian Revolution: The Impact of Silence,191,The Age of Revolutions,book_chapter,2019
An Analysis of The Haitian Revolution: The Impact of Silence,191,Interracial Couples from Colony to Revolution,book_chapter,2020
An Analysis of The Haitian Revolution: The Impact of Silence,191,"The Rebirth of American Immigration: The Rights Revolution, New Restrictionism, and Policy Deadlock",book_chapter,2019
