paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"H. Merkel, Peter and David Rapaport. The Revival of Right-Wing Extremism in the Nineties. New York: Routledge Publication Group, 1997.",The Revival of Right-Wing Extremism in the Nineties,Yes,Print Book
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Gusterson, Hugh. “From Brexit to Trump: Anthropology and the rise of nationalist populism.” American Ethnologist 44, iss. 2 (April 2017). 209-214. Anthrosource.",From Brexit to Trump: Anthropology and the rise of nationalist populism,Yes,Article
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Mierina, Inta and Ilze Koroļeva. “Support for far right ideology and anti‐migrant attitudes among youth in Europe: A comparative analysis.” The Sociological Review 63, iss. S2 (June 2015). 183-205. Wiley Online Library.",Support for far right ideology and anti‐migrant attitudes among youth in Europe: A comparative analysis,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Bhat, Sabzar Ahmad. “The Kashmir Conflict and Human Rights.” Race & Class, 61, no. 1 (2019): 77-86.",The Kashmir Conflict and Human Rights,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Ganguly, Sumit. Conflict Unending: India-Pakistan Tensions Since 1947. New York: Washington, D.C.: Columbia University Press; Woodrow Wilson Center Press, 2001.",Conflict Unending: India-Pakistan Tensions Since 1947,Yes,Print Book
159,Kashmir: Finding Hope in Hopelessness,"Indurthy, Rathnam, and Muhammad Haque. “The Kashmir Conflict: Why It Defies Solution.” International Journal on World Peace 27, no. 1 (2010): 9-44. http://www.jstor.org/stable/20752914.",The Kashmir Conflict: Why It Defies Solution,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Jha, Prem Shankar. The Origins of a Dispute: Kashmir, 1947. New Ed. London; Sterling, VA: Pluto, 2003.","The Origins of a Dispute: Kashmir, 1947",Yes,Print Book
159,Kashmir: Finding Hope in Hopelessness,"Lalwani, Sameer P., and Gillian Gayner. “India’s Kashmir Conundrum: Before and After the Abrogation of Article 370.” US Institute of Peace, 2020. Retrieved from: https:// www.usip.org/publications/2020/08/indias-kashmir-conundrum-and-after-abrogation- article-370.",India’s Kashmir Conundrum: Before and After the Abrogation of Article 370,Yes,Ebook
159,Kashmir: Finding Hope in Hopelessness,"Mathur, Sbuhb. “Memory and Hope: New Perspectives on the Kashmir Conflict–An Introduction.” Race & Class 56, no. 2 (2014): 4-12.",Memory and Hope: New Perspectives on the Kashmir Conflict–An Introduction,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Schofield, Victoria. “Why Kashmir is Still Important.” Asian Affairs 41, no. 1 (2015): 18-31.",Why Kashmir is Still Important,Yes,Article
