Query,Results,Title,Type,CreateDate
The Xinjiang Region,75011,Peasant society and marxist intellectuals in China: fang zhimin and the origin of a revolutionary movement in the xinjiang region,book,2014
The Xinjiang Region,75011,Firefighting of subsurface coal fires with comprehensive techniques for detection and control: a case study of the Fukang coal fire in the Xinjiang region of China,article,2019
The Xinjiang Region,75011,"Reconciling the 'westerlies' and 'monsoon' models; a new hypothesis for the Holocene moisture evolution of the Xinjiang region, NW China; reply",article,2019
The Xinjiang Region,75011,"Reconciling the 'westerlies' and 'monsoon' models; a new hypothesis for the Holocene moisture evolution of the Xinjiang region, NW China; discussion",article,2019
The Xinjiang Region,75011,Estimating the longevity of glaciers in the Xinjiang region of the Tian Shan through observations of glacier area change since the Little Ice Age using high-resolution imagery,article,2020
The Xinjiang Region,75011,First Report of Wilt of Sugar Beet Caused by Gibellulopsis nigrescens in the Xinjiang Region of China,article,2017
The Xinjiang Region,75011,"Reply to the comments on “Reconciling the ‘westerlies’ and ‘monsoon’ models: A new hypothesis for the Holocene moisture evolution of the Xinjiang region, NW China” by Dongliang Zhang and Yunpeng Yang",article,2019
The Xinjiang Region,75011,"Comments on “Reconciling the ‘westerlies’ and ‘monsoon’ models: A new hypothesis for the Holocene moisture evolution of the Xinjiang region, NW China” by Zhiguo Rao, Dandan Wu, Fuxi Shi, et al",article,2019
The Xinjiang Region,75011,Rapid determination of saline soil in the Xinjiang region in China,article,2021
The Xinjiang Region,75011,Microbial diversity analysis of vineyards in the Xinjiang region using high‐throughput sequencing,article,2018
The Xinjiang Region,75011,Volatile composition and aromatic attributes of wine made with Vitisvinifera L.cv Cabernet Sauvignon grapes in the Xinjiang region of China: effect of different commercial yeasts,article,2018
The Xinjiang Region,75011,"Characteristics of the modern pollen distribution and their relationship to vegetation in the Xinjiang region, northwestern China",article,2009
The Xinjiang Region,75011,Research on the spatial patterns of ecological and economic sustainable development capacities in the Xinjiang Region,article,2015
The Xinjiang Region,75011,Present-day crustal deformation characteristics from GPS and seismic activity in the Xinjiang region,article,2013
The Xinjiang Region,75011,Correlation between the development of calcium oxalate stones and polymorphisms in the fibronectin gene in the Uighur population of the Xinjiang region of China,article,2015
The Xinjiang Region,75011,BRCA1/2 gene mutations in Uyghur and Han women with sporadic breast cancer in the xinjiang region of China,article,2016
The Xinjiang Region,75011,Reduced expression of members of the MHC-I antigen processing machinery in ethnic Uighur women with cervical cancer in the Xinjiang region of China,article,2014
The Xinjiang Region,75011,"Surveillance in China's Xinjiang Region: Ethnic Sorting, Coercion, and Inducement",article,2020
The Xinjiang Region,75011,A retrospective study of the clinical differences of Uygur breast cancer patients compared to Han breast cancer patients in the Xinjiang region of China,article,2014
The Xinjiang Region,75011,"A non-plume model for the Permian protracted (266–286 Ma) basaltic magmatism in the Beishan–Tianshan region, Xinjiang, Western China",article,2016
The Xinjiang Region,75011,"Surveillance of West Nile virus infection in Kashgar Region, Xinjiang, China, 2013-2016",article,2021
The Xinjiang Region,75011,Socio-Economic Development in Xinjiang Uyghur Autonomous Region: Disparities and Power Struggle in China's North-West,book,2019
The Xinjiang Region,75011,Iodine nutrition status and thyroid disorders: a cross-sectional study from the Xinjiang Autonomous Region of China,article,2016
The Xinjiang Region,75011,Comparative study of the key aromatic compounds of Cabernet Sauvignon wine from the Xinjiang region of China,article,2021
The Xinjiang Region,75011,"A novel HLA-DRB1 allele, DRB116:36 identified in a Chinese individual from the Xinjiang region",article,2015
The Xinjiang Region,75011,Variations in extreme flooding of rivers in the Xinjiang region and some typical watersheds in the Tien Shan Mountains and their response to climate change in the past 50 years,article,2012
The Xinjiang Region,75011,"Spatial–temporal variation of ecosystem service values in Ebinur Lake Wetland National Natural Reserve from 1972 to 2016, Xinjiang, arid region of China",article,2018
The Xinjiang Region,75011,Monitoring recent trends in the area of aeolian desertified land using Landsat images in China's Xinjiang region,article,2012
The Xinjiang Region,75011,"Data mining of the best spectral indices for geochemical anomalies of copper; a study in the northwestern Junggar region, Xinjiang",article,2019
The Xinjiang Region,75011,"IL-6 and INF-gamma levels in patients with brucellosis in severe epidemic region, Xinjiang, China",article,2020
The Xinjiang Region,75011,"Sulfide segregation mechanism of magmatic Ni mineralization in western Beishan region, Xinjiang, NW China: Case study of the Hongshishan mafic–ultramafic complex",article,2020
The Xinjiang Region,75011,"Interdisciplinary investigation on ancient Ephedra twigs from Gumugou Cemetery (3800b.p.) in Xinjiang region, northwest China",article,2013
The Xinjiang Region,75011,"Grain for Green Project in farmers’ minds: perceptions, aspirations and behaviours in eco-fragile region, Xinjiang, China",article,2021
The Xinjiang Region,75011,Developing the Land and the People: Social Development Issues in Xinjiang Uyghur Autonomous Region (1999–2009),article,2015
The Xinjiang Region,75011,A Research on Education??of Minority??Female??in China's Xinjiang??Region,article,2020
The Xinjiang Region,75011,The Xinjiang Region,book_chapter,2014
The Xinjiang Region,75011,"Ecological stoichiometry of surface soil nutrient and its influencing factors in the wild fruit forest in Yili region, Xinjiang, China.",article,2016
The Xinjiang Region,75011,"Ridge subduction and crustal growth in the Central Asian orogenic belt; evidence from Late Carboniferous adakites and high-Mg diorites in the western Junggar region, northern Xinjiang (west China)",article,2010
The Xinjiang Region,75011,"Gracilibacillus xinjiangensis sp. nov., a new member of the genus Gracilibacillus isolated from Xinjiang region, China",article,2013
The Xinjiang Region,75011,Seasonal variation and exposure risk assessment of pesticide residues in vegetables from Xinjiang Uygur Autonomous Region of China during 2010–2014,article,2017
The Xinjiang Region,75011,Socio-Economic Development in Xinjiang Uyghur Autonomous Region: Disparities and Power Struggle in China’s North-West,book,2009
The Xinjiang Region,75011,Arsenic (As) contamination; a major risk factor in Xinjiang Uyghur autonomous region of China,article,2015
The Xinjiang Region,75011,"Integrating Landsat 8 and Corona KH-4B Imagery to Semi-Automatically Extract Dyke Geometries in Kuluktag Region, Xinjiang",article,2016
The Challenges of NCAA Controlled Student-Athletes,1268,Contemporary issues in sociology of sport,pbook,2001
The Challenges of NCAA Controlled Student-Athletes,1268,Optimizing Order of Administration for Concussion Baseline Assessment Among NCAA Student-Athletes and Military Cadets,article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,"There is no nil in NIL: examining the social media value of student-athletes' names, images, and likeness",article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Playing without Power: Black Male NCAA Student‐Athletes Living with Structural Racism,article,2018
The Challenges of NCAA Controlled Student-Athletes,1268,"Mind, body, spirit, and sport: A systematic review examining the effectiveness of interventions targeting the biopsychosocial-spiritual health of NCAA student-athletes",article,2020
The Challenges of NCAA Controlled Student-Athletes,1268,Examining Servant Leadership and Burnout Among Ncaa Student-Athletes,dissertation,2021
The Challenges of NCAA Controlled Student-Athletes,1268,The psychological response to injury in student athletes: a narrative review with a focus on mental health,article,2016
The Challenges of NCAA Controlled Student-Athletes,1268,Motivations of NCAA Student Athletes in Community Service,dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,A Conceptual Model of Academic Success for Student-Athletes,article,2011
The Challenges of NCAA Controlled Student-Athletes,1268,Association Between Previous Concussion Education and Concussion Care-Seeking Outcomes Among National Collegiate Athletic Association Division I Student-Athletes,article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Examining the Intersection of Race and Athletics for Latino Male Student-Athletes,article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Examining the Impacts of U.S. Natives’ Attitudes toward NCAA International Student-Athletes on International Studentathletes’ College Experience and Transition,dissertation,2020
The Challenges of NCAA Controlled Student-Athletes,1268,The Lived Experience of Former NCAA Division I Student-Athletes with Respect to Nonathletic Careers,dissertation,2019
The Challenges of NCAA Controlled Student-Athletes,1268,Development and Validation of the Career Identity Development Inventory and Its Application to Former NCAA Student-Athletes,dissertation,2019
The Challenges of NCAA Controlled Student-Athletes,1268,"Developmental Maturity, Psychological Resilience, and Alcohol Habits in College Students and NCAA Varsity Student-athletes",dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Exploring Sport Motivation and Multi-Dimensional Wellness in NCAA Division II Student-Athletes,dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Combining Mental Health and Performance Interventions: Coping and Social Support for Student-Athletes,article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,International Student-Athletes' Perceptions of Belonging and Inclusion during Their First Year at an NCAA Division I Institution,dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,"Diagnostic accuracy and reliability of sideline concussion evaluation: a prospective, case-controlled study in college athletes comparing newer tools and established tests",article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Examining the Inclusiveness of Intercollegiate Team Climate and Its Influence on Student-Athletes' Cross-Racial Interactions,article,2017
The Challenges of NCAA Controlled Student-Athletes,1268,Excellence Beyond Athletics: Best Practices for Enhancing Black Male Student Athletes' Educational Experiences and Outcomes,article,2016
The Challenges of NCAA Controlled Student-Athletes,1268,"Ethnic, gender, and seasonal difference in heavy drinking and protective behavioral strategies among student-athletes",article,2020
The Challenges of NCAA Controlled Student-Athletes,1268,"NCAA student-athletes' rights of publicity, EA Sports, and the video game industry: the Keller forecast",article,2009
The Challenges of NCAA Controlled Student-Athletes,1268,"Injuries sustained in National Collegiate Athletic Association men's and women's basketball, 2009/2010–2014/2015",article,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Randomized Controlled Trial of a Novel Peer Concussion-Education Program for Collegiate Athletes,article,2020
The Challenges of NCAA Controlled Student-Athletes,1268,Student athletes' appraisals of the NCAA amateurism policies governing college sports,dissertation,2015
The Challenges of NCAA Controlled Student-Athletes,1268,The Benefits of Cross-Racial Engagement on the College Satisfaction of Student-Athletes,article,2017
The Challenges of NCAA Controlled Student-Athletes,1268,"Understanding Experiences, Engagement, and Persistence for Latina/o Student-Athletes",dissertation,2020
The Challenges of NCAA Controlled Student-Athletes,1268,Perceptions of Black Student Athletes About Academic Mentorship at a Predominantly White Institution in Higher Education,article,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Collegiate Athletics: An investigation into athletic persistence of freshman student-athletes participating in NCAA Division-III varsity athletic programs,dissertation,2015
The Challenges of NCAA Controlled Student-Athletes,1268,The Influence of Concussion Knowledge on Reporting Intentions in Collegiate Student-Athletes,article,2020
The Challenges of NCAA Controlled Student-Athletes,1268,An Examination of Privacy Rules for Academic Advisors and College Student-Athletes: A Communication Privacy Management Perspective,article,2012
The Challenges of NCAA Controlled Student-Athletes,1268,The Influence of Student Engagment and Sport Participation on College Outcomes Among Division I Student Athletes,article,2009
The Challenges of NCAA Controlled Student-Athletes,1268,Structured Literacy in Sport: A Model for Supporting Collegiate Student Athletes with Reading Disabilities,dissertation,2020
The Challenges of NCAA Controlled Student-Athletes,1268,Impact of Progress Toward Degree on Major Selection for Division I Historically Black College And University Student-Athletes,dissertation,2020
The Challenges of NCAA Controlled Student-Athletes,1268,Epidemiology of Injuries in National Collegiate Athletic Association Women's Volleyball: 2014-2015 Through 2018-2019,article,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Student-Athletes' Perceptions of an Extrinsic Reward Program: A Mixed-Methods Exploration of Self-Determination Theory in the Context of College Football,article,2014
The Challenges of NCAA Controlled Student-Athletes,1268,The Unique Experiences and Challenges of Student Athletes: A Review of Common Psychological Problems and Their Treatments,dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Providing Academic and Non-Academic Support for Division I Student Athletes: A Comparative Case Study,dissertation,2019
The Challenges of NCAA Controlled Student-Athletes,1268,NCAA academic reform and graduation rates of Division I FBS Black male student-athletes: Moving from reform to expectation,dissertation,2011
The Challenges of NCAA Controlled Student-Athletes,1268,Public-College Student-Athletes and Game-Time Anthem Protests: Is There a Need for a Constitutional-Analytical Audible?,article,2019
The Challenges of NCAA Controlled Student-Athletes,1268,"Exploring Factors Influencing the Academic Success of Black Student-Athletes at Division I, Division II, Division III, and Naia Institutions",dissertation,2021
The Challenges of NCAA Controlled Student-Athletes,1268,The Retention of First-Year Student-Athletes and the Direct Impact on Small Private Universities’ Operating Budget,dissertation,2021
The Challenges of NCAA Controlled Student-Athletes,1268,Investigating Risk Factors Predictive of Problem Outcomes Experienced by First Year Drinking and Non-Drinking Collegiate Student-Athletes,article,2016
The Challenges of NCAA Controlled Student-Athletes,1268,An analysis of how participating in a NCAA division I-A football program impacts the Christian faith development of student athletes,dissertation,2013
The Challenges of NCAA Controlled Student-Athletes,1268,"The Importance of Psychological Rest: Relationships Between Demands, Mental Rest, Depressive Symptoms, and Well-Being in Collegiate Student-Athletes",dissertation,2021
The Challenges of NCAA Controlled Student-Athletes,1268,The Prevalence of and Issues Associated with the Help Seeking Behavior among College Student-Athletes,dissertation,2018
The Challenges of NCAA Controlled Student-Athletes,1268,Transforming Collegiate Athletics: A Qualitative Examination of Former Student-Athletes Perception of Pay for Play,dissertation,2019
The Challenges of NCAA Controlled Student-Athletes,1268,A systematic review of criteria used to define recovery from sport-related concussion in youth athletes,article,2018
The Challenges of NCAA Controlled Student-Athletes,1268,"Leveling the Playing Field: Faculty Influence on the Academic Success of Low-Income, First-Generation Student-Athletes",article,2015
Cotton is Capitalism,34327,"Cotton, Capitalism, and Coercion: Some Comments on Sven Beckert's ""Empire of Cotton""",article,2017
Cotton is Capitalism,34327,"Cultivating Knowledge Biotechnology, Sustainability, and the Human Cost of Cotton Capitalism in India",book,2019
Cotton is Capitalism,34327,"COTTON CAPITALISM - Bruce E. Baker and Barbara Hahn . The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans. New York: Oxford University Press, 2016. xi + 214 pp. $29.95 (cloth), ISBN 978-0-19-021165-3",article,2017
Cotton is Capitalism,34327,The cotton kings : capitalism and corruption in turn-of-the-century New York and New Orleans,pbook,2016
Cotton is Capitalism,34327,"Cultivating Knowledge : Biotechnology, Sustainability, and the Human Cost of Cotton Capitalism in India",book,2019
Cotton is Capitalism,34327,"Cultivating Knowledge: Biotechnology, Sustainability, and the Human Cost of Cotton Capitalism in India",book,2019
Cotton is Capitalism,34327,"Cotton, capitalism and coercion. Some comments on Sven Beckert, Empire of cotton",article,2017
Cotton is Capitalism,34327,"Cultivating Knowledge: Biotechnology, Sustainability, and the Human Cost of Cotton Capitalism in India by AndrewFlachsTucson: University of Arizona Press, 2019. 241 pp",article,2021
Cotton is Capitalism,34327,"Cotton, Capitalism, and Coercion: Some Comments on Sven Beckert's Empire of Cotton (vol 28, pg 131, 2017)",article,2017
Cotton is Capitalism,34327,"Cultivating knowledge: Biotechnology, sustainability, and the human cost of cotton capitalism in IndiaAndrewFlachsTucson: The University of Arizona Press. 2019. Pp. 240. $29.95 (paperback). ISBN 9780816539635",article,2021
Cotton is Capitalism,34327,The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans by Bruce E. Baker and Barbara Hahn (review),article,2017
Cotton is Capitalism,34327,"Errata: Cotton, Capitalism, and Coercion: Some Comments on Sven Beckert's ""Empire of Cotton""",article,2017
Cotton is Capitalism,34327,The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans by Bruce E. Baker and Barbara Hahn (review),article,2017
Cotton is Capitalism,34327,"From slavery to agrarian capitalism in the cotton plantation South : central Georgia, 1800-1880",pbook,1992
Cotton is Capitalism,34327,"Review of Andrew Flachs. 2019. Cultivating Knowledge: biotechnology, sustainability, and the human cost of cotton capitalism in India",article,2020
Cotton is Capitalism,34327,"COTTON COLONIALISM, COTTON CAPITALISM",book_chapter,2019
Cotton is Capitalism,34327,Commodity Frontiers and the Global History of Capitalism: A Discussion about Sven Beckert's Empire of Cotton,article,2017
Cotton is Capitalism,34327,"A “Complicated Humbug”: Slavery, Capitalism, and Accounts in the Cotton South",article,2021
Cotton is Capitalism,34327,"Cotton: A Tale of Two Capitalisms - Sven Beckert, Empire of Cotton. A New History of Global Capitalism (Allen Lane – Penguin Books, 2014)",article,2015
Cotton is Capitalism,34327,"Andrew Flachs. Cultivating Knowledge: Biotechnology, Sustainability, and the Human Cost of Cotton Capitalism in South India: Tuscon, Arizona. The University of Arizona Press. 2019. ISBN-13: 978-0-8165-3963-5 (cloth), Price $29.95 (Paperback). 240 Pages",article,2020
Cotton is Capitalism,34327,Bruce E. Baker and Barbara Hahn. The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans,article,2016
Cotton is Capitalism,34327,The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans by Bruce E. Baker and Barbara Hahn (review),article,2018
Cotton is Capitalism,34327,"Bruce E. Baker and Barbara Hahn. The Cotton Kings: Capitalism and Corruption in Turn-of-the-Century New York and New Orleans. New York: Oxford University Press, 2015. 232 pp. ISBN-13 978-0-190-21165-3, $31.95 (cloth)",article,2018
Cotton is Capitalism,34327,"Making Capitalism with Gangsters: Unfree Labor in Shanghai's Cotton Mills, 1927–1937",article,2018
Cotton is Capitalism,34327,"Bruce E. Baker and Barbara Hahn, The cotton kings: capitalism and corruption in turn-of-the-century New York and New Orleans (Oxford and New York: Oxford University Press, 2016. Pp. xiv+214. 23 figs. 2 tabs. ISBN 9780190211653 Hbk. $29.95/??19.99): BOOK REVIEWS",article,2017
Cotton is Capitalism,34327,"Cotton, slavery, and the new history of capitalism",article,2018
Cotton is Capitalism,34327,Cotton and the Global Origins of Capitalism,article,2017
Cotton is Capitalism,34327,"Capitalism, Culture, and Cotton: New Agricultural Technologies in Burkina Faso",dissertation,2018
Cotton is Capitalism,34327,"Rich pickings: The rise and fall of 'cotton capitalism', and what it tells us about the awe-inspiring productivity and unprecedented growth rate of the modern world",article,2015
Cotton is Capitalism,34327,"Commodity Frontiers and the Global History of Capitalism: A Discussion about Sven Beckett's ""Empire of Cotton""",article,2017
Cotton is Capitalism,34327,Empire of cotton : a global history,pbook,2015
Cotton is Capitalism,34327,"From Slavery to Agrarian Capitalism in the Cotton Plantation South: Central Georgia, 1800-1880",article,1995
Cotton is Capitalism,34327,"Development in the borderlands: Cotton capitalism, state formation, and regional political culture in northern Mexico",dissertation,2001
Cotton is Capitalism,34327,State Regulation and Environmental Justice: The Need for Strategy Reassessment,article,2016
Cotton is Capitalism,34327,Empire of cotton : a global history,book,2014
Cotton is Capitalism,34327,"Southern capitalism : the political economy of North Carolina, 1880-1980",pbook,1986
Cotton is Capitalism,34327,"The origins of industrial capitalism in India : business strategies and the working classes in Bombay, 1900-1940",pbook,1994
Cotton is Capitalism,34327,From cotton to paddy: Political crops in the Indian Punjab,article,2022
Cotton is Capitalism,34327,Empire of Cotton: A Global History,book,2014
Cotton is Capitalism,34327,"Beckert, S. (2014). Empire of cotton: A global history. New York: Alfred A Knopf. 640 p??gs",article,2016
Cotton is Capitalism,34327,"Cotton & capital : Boston businessmen and antislavery reform, 1854-1868",pbook,1991
Cotton is Capitalism,34327,Cotton capitalists : American Jewish entrepreneurship in the Reconstruction era,pbook,2017
Cotton is Capitalism,34327,"Civilization and capitalism, 15th-18th century",pbook,1982
Cotton is Capitalism,34327,Agrarian capitalism in theory and practice,pbook,1990
Cotton is Capitalism,34327,Cotton Capitalism and Slave Labor in Texas,article,1956
Cotton is Capitalism,34327,COTTON CAPITALISM AND SLAVE LABOR IN TEXAS,article,1956
Cotton is Capitalism,34327,"“Behold the Land”: W. E. B. Du Bois, Cotton Futures, and the Afterlife of the Plantation in the US South",article,2016
Cotton is Capitalism,34327,Americana : a 400-year history of American capitalism,pbook,2017
Cotton is Capitalism,34327,From Slavery to Agrarian Capitalism in the Cotton Plantation South,article,1995
Cotton is Capitalism,34327,Throwin’ Scholarly Shade: Eric Williams in the New Histories of Capitalism and Slavery,article,2019
Global Response Health Crises from the Early 20th Century to Covid-19,1874,History in a Crisis — Lessons for Covid-19,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Health equity and COVID-19: global perspectives,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Historical evidence for economic effects of COVID-19,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Pandemics, tourism and global change: a rapid assessment of COVID-19",article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"The Manchurian Plague and COVID-19: China, the United States, and the ""Sick Man,"" Then and Now",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"The model crisis, or how to have critical promiscuity in the time of Covid-19",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,International collaboration and covid-19: what are we doing and where are we going?,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,COVID-19 and the moral imagination,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,100 years of Bacillus Calmette-Guerin immunotherapy: from cattle to COVID-19,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Potential Impact of COVID-19-Related Racial Discrimination on the Health of Asian Americans,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,The COVID-19 Pandemic in Historical Perspective: An AJPH Dossier,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,The COVID-19 pandemic: Lessons on building more equal and sustainable societies,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Covid-19 in Historical Context: Creating a Practical Past,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"""China's Chernobyl"": COVID-19 Narratives of Collapse and Global Domination",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,The Song Remains the Same: International Relations After COVID-19,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,How to Best Protect People With Diabetes From the Impact of SARS-CoV-2: Report of the International COVID-19 and Diabetes Summit,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,COVID-19 and the reenactment of mass masking in South Korea,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Patrolling race and the UK's medical borders,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Report from the COVID-19 Virtual Summit, Disaster Experts Speak Out, March 31, 2020",article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Matshidiso Moeti, first female WHO Regional Director",article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Introduction: COVID-19, the multiplier",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,The Impact of the COVID-19 Self-Isolation Policy on the Occupations of Vulnerable Groups,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,A transformative supply chain response to COVID-19,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Reconsidering the 1918–19 Influenza Pandemic in the Age of COVID-19,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,How does globalization affect COVID-19 responses?,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Forum: COVID-19 Dispatches,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Happiness in Czechia during the COVID-19 Pandemic,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Harvard Medical School Department of Global Health and Social Medicine COVID-19 seminar series: COVID and surgical, anesthetic and obstetric care",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Seeing Covid-19 Through a Subprime Crisis lens: How Structural and Institutional Racism Have Shaped 21st-Century Crises in the U.K. and the U.S,article,2022
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Measuring the resilience of criminogenic ecosystems to global disruption: A case-study of COVID-19 in China,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Fighting the War Against COVID-19 via Cell-Based Regenerative Medicine: Lessons Learned from 1918 Spanish Flu and Other Previous Pandemics,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"COVID-19, the Built Environment, and Health",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Social protection responses by states and international organisations to the COVID-19 crisis in the global South: Stopgap or new departure?,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Comparing the Spanish flu and COVID‐19 pandemics: Lessons to carry forward,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Pandemic buying: Testing a psychological model of over-purchasing and panic buying using data from the United Kingdom and the Republic of Ireland during the early phase of the COVID-19 pandemic,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"Routines, Time Dedication and Habit Changes in Spanish Homes during the COVID-19 Lockdown. A Large Cross-Sectional Survey",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,An Epochal Moment? The COVID-19 Pandemic and China’s International Order Building,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,"COVID‐19: Current knowledge in clinical features, immunological responses, and vaccine development",article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,COVID-19 Government Response Event Dataset (CoronaNet v.1.0),article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Accounting and accountability practices in times of crisis: a Foucauldian perspective on the UK government's response to COVID-19 for England,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Visualising policy responses during health emergencies. Learning from the COVID-19 policy trackers,article,2022
Global Response Health Crises from the Early 20th Century to Covid-19,1874,The great pause: a minor theory exploration of COVID-19 response in Switzerland,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Combating an invisible enemy: the American military response to global pandemics,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Prevention and treatment of COVID-19 disease by controlled modulation of innate immunity,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Tracking the global reduction of marine traffic during the COVID-19 pandemic,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Valuing mobility in a post COVID-19 world,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Andante Adagio: Exposed Life and Liminality in Times of Covid-19 in Italy,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,40 years of HIV/AIDS: an interview with Peter Piot,article,2021
Global Response Health Crises from the Early 20th Century to Covid-19,1874,Using volunteered geographic information to assess mobility in the early phases of the COVID-19 pandemic: a cross-city time series analysis of 41 cities in 22 countries from March 2nd to 26th 2020,article,2020
Global Response Health Crises from the Early 20th Century to Covid-19,1874,LSE–Lancet Commission on the future of the NHS: re-laying the foundations for an equitable and efficient health and care service after COVID-19,article,2021
Plagued,353948,Plagued.,video,2016
Plagued,353948,Plagued by the nightingale,pbook,1931
Plagued,353948,Plagued by the nightingale,pbook,1966
Plagued,353948,Plagued by fire : the dreams and furies of Frank Lloyd Wright,pbook,2019
Plagued,353948,Plagued: Epidemics,video,2015
Plagued,353948,Plagued: Invisible Armies,video,2015
Plagued,353948,Plagued: The Origins of Disease,video,2015
Plagued,353948,Plagued: Will We Ever Learn.,video,2015
Plagued,353948,Chad's 2007 peace agreement plagued by poor implementation,book,2010
Plagued,353948,"Problems plagued Department of Agriculture's grasshopper control program in 1979 : report to the Honorable James Abdnor, House of Representatives",microform,1980
Plagued,353948,"Air traffic control : good progress on interim replacement for outage-plagued system, but risks can be further reduced : report to the Secretary of Transportation",microform,1996
Plagued,353948,Plagued by the West = (Gharbzadegi),pbook,1982
Plagued,353948,"Federal retirement processing : OPM is pursing incremental information technology improvements after canceling a modernization plagued by management weaknesses : testimony before the Subcommittee on Federal Workforce, U.S. Postal Service, and the Census, Committee on Oversight and Government Reform, House of Representatives",book,2013
Plagued,353948,1997 Green Lake survey : the warmwater fish community of an urban lake plagued by algal blooms and eurasian watermilfoil,pbook,1998
Plagued,353948,Will We Ever Learn?,video,1994
Plagued,353948,Epidemics,video,1994
Plagued,353948,Invisible Armies,video,1994
Plagued,353948,The Origins of Disease,video,1994
Plagued,353948,"The value of a dollar : colonial era to the Civil War, 1600-1865",pbook,2005
Plagued,353948,"Shaker, why don't you sing?",pbook,1983
Plagued,353948,"The Norfolk gentleman his last will and testament and how he committed the keeping of his children to his own brother, who dealt most wickedly with them, and how God plagued him for it : the tune is Rogero.",book,1658
