paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
218,Racial Tension,"Bryan L Sykes, Alex R. Piquero, and Jason P. Gioviano. ""Adolescent Racial Discrimination and Parental Perceptions of Safety in American Neighborhoods and Schools,"" Sociological Forum 32 (2017): 952-74, JSTOR",Adolescent Racial Discrimination and Parental Perceptions of Safety in American Neighborhoods and Schools,Yes,Article
220,Kashmir: The Consequence of Colonialism,"Belmekki, Belkacem. “Muslim Separatism in Post-Revolt India: A British Game of ‘Divide Et Impera’?” Oriene Moderno, Nuova Serie 94, no. 1 (2014). https://www.jstor.org/stable/44280740?seq=1. ",Muslim Separatism in Post-Revolt India: A British Game of ‘Divide Et Impera’,Yes,Article
220,Kashmir: The Consequence of Colonialism,"Hingorani, Aman M. Unravelling the Kashmir Knot. New Delhi: SAGE Publications India Pvt Ltd, 2017. ",Unravelling the Kashmir Knot,Yes,Ebook
220,Kashmir: The Consequence of Colonialism,"Khan, Yasmin. The Great Partition: The Making of India and Pakistan. New Haven: Yale University Press, 2017. ",The Great Partition: The Making of India and Pakistan,Yes,Ebook
220,Kashmir: The Consequence of Colonialism,"Mishra, Sandip K. “The Colonial Origins of Territorial Disputes in South Asia.” The Journal of Territorial and Maritimes Studies 3, no. no. 1 (2016): 7. ",The Colonial Origins of Territorial Disputes in South Asia,Yes,Article
222,The Taboo on Tattoos in Japan,"Ashcraft, Brian, and Benny, Hori. Japanese Tattoos?: History, Culture, Design. Tokyo?; Rutland, Vermont?; Singapore: Tuttle Publishing, 2016.","Japanese Tattoos: History, Culture, Design",Yes,Print book
222,The Taboo on Tattoos in Japan,"Lobell, Jarrett A., and Eric A. Powell. ""ANCIENT TATTOOS."" Archaeology 66, no. 6 (2013): 41-46. Accessed February 14, 2021.",ANCIENT TATTOOS,Yes,Article
222,The Taboo on Tattoos in Japan,"Kaplan, David E., and Alec Dubro. 2003. Yakuza: Japan's criminal underworld. Berkeley: University of California Press.", Yakuza: Japan's criminal underworld,Yes,Print Book
222,The Taboo on Tattoos in Japan,"Samel, Swapna. ""TATTOOING IN JAPAN: THROUGH THE AGES."" Proceedings of the Indian History Congress 65 (2004): 964-70. Accessed February 14, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/44144805",TATTOOING IN JAPAN: THROUGH THE AGES,Yes,Article
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Armstrong, Karen. Jerusalem: One City, Three Faiths. New York: Ballantine Books, 1997. Cartwright, Mark. ","Jerusalem: One City, Three Faiths",Yes,Print book
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Cole, Penny J. “Christians, Muslims, and the ‘Liberation’ of the Holy Land.” The Catholic Historical Review 84, no. 1 (1998): 1-10.","Christians, Muslims, and the ‘Liberation’ of the Holy Land",Yes,Article
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Kostick, Conor. The Siege of Jerusalem: Crusade and Conquest in 1099. London, [England]; Bloomsbury Publishing Plc, 2011.",The Siege of Jerusalem: Crusade and Conquest in 1099,Yes,Print book
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Mamdani, Mahmood. Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror. New York: Pantheon Books, 2004.","Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror",Yes,Print book
228,How Catholicism Shaped the French Revolution,Reign of terror. (n.d.). Retrieved from https://www.britannica.com/event/Reign-of-Terror ,Reign of Terror ,Yes,Reference Entry
230,THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,"Spinney, Laura. Pale Rider?: the Spanish Flu of 1918 and How It Changed the World. First US trade paperback edition. New York: PublicAffairs, 2018. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71301439790001451", Pale Rider: the Spanish Flu of 1918 and How It Changed the World,Yes,Print Book
