Query,Results,Title,Type,CreateDate
The Pay of Women and Their Rights Over Time,1363924,"In pursuit of equity : women, men, and the quest for economic citizenship in 20th century America",pbook,2001
The Pay of Women and Their Rights Over Time,1363924,"This grand experiment : when women entered the federal workforce in Civil War-era Washington, D.C.",pbook,2017
The Pay of Women and Their Rights Over Time,1363924,"Rape, incest, battery : women writing out the pain",pbook,2000
The Pay of Women and Their Rights Over Time,1363924,More than a muckraker : Ida Tarbell's lifetime in journalism,pbook,1994
The Pay of Women and Their Rights Over Time,1363924,Reproductive politics : what everyone needs to know,pbook,2013
The Pay of Women and Their Rights Over Time,1363924,Ruth Bader Ginsburg : a life,pbook,2018
The Pay of Women and Their Rights Over Time,1363924,Regardless of Sex.,video,2015
The Pay of Women and Their Rights Over Time,1363924,"Time longer than rope : a century of African American activism, 1850-1950",pbook,2003
The Pay of Women and Their Rights Over Time,1363924,"Motherhood, the elephant in the laboratory women scientists speak out",book,2008
The Pay of Women and Their Rights Over Time,1363924,"Black, white, and in color : television and Black civil rights",pbook,2003
The Pay of Women and Their Rights Over Time,1363924,No constitutional right to be ladies : women and the obligations of citizenship,pbook,1998
The Pay of Women and Their Rights Over Time,1363924,From ILO standards to EU law the case of equality between men and women at work,book,2008
The Pay of Women and Their Rights Over Time,1363924,Under the bus : how working women are being run over,book,2015
The Pay of Women and Their Rights Over Time,1363924,Revolutionary wealth,pbook,2006
The Pay of Women and Their Rights Over Time,1363924,A hero for our time : an intimate story of the Kennedy years,pbook,1983
The Pay of Women and Their Rights Over Time,1363924,At the Louisiana Hayride tonight ...,audiocd,2017
The Pay of Women and Their Rights Over Time,1363924,Engineering your start-up : a guide for the high-tech entrepreneur,pbook,2003
The Pay of Women and Their Rights Over Time,1363924,The Beauty Bias : The Injustice of Appearance in Life and Law.,book,2010
The Pay of Women and Their Rights Over Time,1363924,"Making freedom pay : North Carolina freedpeople working for themselves, 1865-1900",pbook,2000
The Pay of Women and Their Rights Over Time,1363924,Behind Forgotten Eyes,video,2008
The Pay of Women and Their Rights Over Time,1363924,Italian women - The long journey to obtain their rights 1861-1994,review,1998
The Pay of Women and Their Rights Over Time,1363924,Women's Rights: Documents Decoded,book,2013
The Pay of Women and Their Rights Over Time,1363924,"Development, Governance and Gender in South Asia: Perspectives, Issues and Challenges",book,2021
The Pay of Women and Their Rights Over Time,1363924,Female entrepreneurship,book,2013
The Pay of Women and Their Rights Over Time,1363924,"Women, Precarious Work and Care: The Failure of Family-friendly Rights",book,2021
The Pay of Women and Their Rights Over Time,1363924,Reforming Severance Pay: An International Perspective,book,2011
The Pay of Women and Their Rights Over Time,1363924,"Tarascan Pottery Production in Michoac??n, Mexico: An Ethnoarchaeological Perspective",book,2017
The Pay of Women and Their Rights Over Time,1363924,The Part-Time Pay Penalty for Women in Britain,article,2008
The Pay of Women and Their Rights Over Time,1363924,Gender Disparities in Africa's Labor Market,book,2010
The Pay of Women and Their Rights Over Time,1363924,Kath Williams: The Unions and the Fight for Equal Pay,book,2001
The Pay of Women and Their Rights Over Time,1363924,The Future of Tech Is Female: How to Achieve Gender Diversity,book,2018
The Pay of Women and Their Rights Over Time,1363924,Organizing Women: Gender Equality Policies in French and British Trade Unions,book,2021
The Suffering of the North Korean Society with Destructive Dictatorship,310,REFRAMING NORTH KOREAN HUMAN RIGHTS: Introduction,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,310,"THE MIRROR OF NORTH KOREAN HUMAN RIGHTS: Technologies of Liberation, Technologies of War",article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,310,States of Insecurity,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,310,Historical Counter-Narratives: Japanese Christians’ Advocacy for South Korean Atomic Bomb Victims,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,310,From Villain to Superhero: The Image of the North Korean in Contemporary South Korean Cinema,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,310,Cognition and action supportive of dictatorship,book_chapter,2013
The Suffering of the North Korean Society with Destructive Dictatorship,310,The Tension Between Cultural Codes in South Korean Civil Society: The Case of the Electronic National Identification Card,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,310,The Korean crisis and the end of 'Late' development,article,1998
The Suffering of the North Korean Society with Destructive Dictatorship,310,Global American: The Devastation of Language under the Dictatorship of the Public Realm,article,2008
The Suffering of the North Korean Society with Destructive Dictatorship,310,A South Korean Progressive Outlook on the Middle East Conflict: Contextualizing Hankyoreh's Coverage of the Gaza War,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,310,Propaganda leaflets and Cold War frames during the Korean War,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Science, Technology, and the Imaginaries of Development in South Korea",article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,310,Worst of the Worst: Dealing with Repressive and Rogue Nations,book,2008
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Ham Sok Hon, a Pioneer of Korean Cosmopolitanism",article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,310,The effects of torture‐related stressors on long‐term complex post‐traumatic symptoms in South Korean torture survivors,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,310,"The Social Construction Of North Korean Women's Identity In South Korea: Romanticisation, Victimisation And Vilification",book_chapter,2010
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Allusion, Quotation, and Pastiche in Younghill Kang’s The Grass Roof and East Goes West",article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,310,The Limit and Possibilities of Unification Education as Peace Education beyond Division in South Korea,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,310,A study of social injustice and forgiveness in the case of North Korean refugees,dissertation,2013
The Suffering of the North Korean Society with Destructive Dictatorship,310,BEYOND COLLECTIVE AMNESIA: A KOREAN WAR RETROSPECTIVE,article,2001
The Suffering of the North Korean Society with Destructive Dictatorship,310,Is China a Success while India is a Failure?,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,310,A Pioneer among the South Korean Atomic Bomb Victims: Significance of the Son Jin-doo Trial,article,2016
The Suffering of the North Korean Society with Destructive Dictatorship,310,SOUTH KOREA'S ENGAGEMENT POLICY: Revisiting a Human Rights Policy,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,310,Hermit Kingdom,reference_entry,2016
The Suffering of the North Korean Society with Destructive Dictatorship,310,THE GANDHIAN REVOLUTION: A COMPARATIVE ANALYSIS,article,2000
The Suffering of the North Korean Society with Destructive Dictatorship,310,Erich Fromm and North Korea: Social Psychology and the Political Regime,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,310,The spirit of despotism: Understanding the tyrant within,article,2006
The Suffering of the North Korean Society with Destructive Dictatorship,310,Korean Visual and Popular Culture: An Outsider’s View,book_chapter,2020
The Suffering of the North Korean Society with Destructive Dictatorship,310,Between development and the state: Recasting South Korean dirigisme,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,310,Basic Human Needs: Identity and Intractable Conflict: History and Identity in South Korea’s Intractable Conflicts with Japan and China,book_chapter,2017
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Inoperative Community in Post-Authoritarian South Korea: Football Fandom, Political Mobilization and Civil Society",article,2010
The Suffering of the North Korean Society with Destructive Dictatorship,310,Public and Private: Negotiating Memories of the Korean War,book_chapter,2016
The Suffering of the North Korean Society with Destructive Dictatorship,310,Monstrous Science: The Great Monster Yonggari (1967) and Cold War Science in 1960s South Korea,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,310,Korea—History,reference_entry,2002
The Suffering of the North Korean Society with Destructive Dictatorship,310,Politicidal Violence and the Problematics of Localized Memory at Civilian Massacre Sites: The Cheju 4.3 Peace Park and the K??ch’ang Incident Memorial Park,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,310,Park Chan-kyong's Asian Gothic as 'The Most Sublime Hysteria' in Its Return,article,2016
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Civil Society, International Relations and the Promotion of Environmental Cooperation in East Asia",article,2005
The Suffering of the North Korean Society with Destructive Dictatorship,310,South Korean Horror Cinema,book_chapter,2014
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Tangun and Tangra, and Their Role in the Construction of the Korean and the Bulgarian National Consciousness",article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,310,CAN THERE BE A 'SAFE HAVEN' FOR TRAUMA SURVIVORS IN THIS SOCIAL MEDIA DOMINATED WORLD?,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Conversation on East Asian Civilization, Past and Present",article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,310,The orphaned nation: Korea imagined as an overseas adopted child in Clon's Abandoned Child and Park Kwang-su's Berlin Report,article,2005
The Suffering of the North Korean Society with Destructive Dictatorship,310,The Korean War And The City,book_chapter,2017
The Suffering of the North Korean Society with Destructive Dictatorship,310,CAN THERE BE A ‘SAFE HAVEN’ FOR TRAUMA SURVIVORS IN THIS SOCIAL MEDIA DOMINATED WORLD?,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,310,War Has Almost Ceased to Exist: An Assessment,article,2009
The Suffering of the North Korean Society with Destructive Dictatorship,310,Inside North Korea,article,2008
The Suffering of the North Korean Society with Destructive Dictatorship,310,Democracy without Parties? Political Parties and Social Movements for Democratic Representation in Korea,article,2009
The Suffering of the North Korean Society with Destructive Dictatorship,310,A Comparative Analysis of the State Sponsored Illicit Finance Activities of North Korea and Iran in an Effort to Evade Comprehensive Economic Sanctions,dissertation,2017
The Suffering of the North Korean Society with Destructive Dictatorship,310,"Why Don't They Just Say So? The International Division of Labour, Profits, Resources, and Suffering",review,2010
The Suffering of the North Korean Society with Destructive Dictatorship,310,LIVING CONDITIONS OF THE POOR IN LATIN AMERICA,article,2012
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Producing industrial pigs in southwestern China: The rise of contract farming as a coevolutionary process,article,2022
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,BARRIERS TO ENTRY AND DEVELOPMENT,article,2011
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Effects of industry structures on water quality in different urbanized regions using an improved entropy-weighted matter-elementmethodology,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Restructuring of Hog Farming in North Carolina: Explosion and Implosion,article,1997
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Re-examination of the surplus agricultural labour in China,article,2013
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Occupational Mobility during South Africa's Industrial Take‐Off,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,"From mixed farming to intensive agriculture: energy profiles of agriculture in Quebec, Canada, 1871–2011",article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Does The World Need U.S. Farmers Even If Americans Don’t?,article,2008
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Environmental effects of intensification of agriculture: livestock production and regulation,article,2007
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Sustainable Cities through Alternative Urban Farming: The Case of Floriculture,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Farming autonomy: Canadian beef farmers reclaiming the grass through management-intensive grazing practices,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Social Acceptance of Dairy Farming: The Ambivalence Between the Two Faces of Modernity,article,2011
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Environmental Injustice and Industrial Chicken Farming in Maryland,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Organic Agriculture 3.0 is innovation with research,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Applying an environmental public health lens to the industrialization of food animal production in ten low- and middle-income countries,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Cheap Food and Bad Climate: From Surplus Value to Negative Value in the Capitalist World-Ecology,article,2015
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Foundations of production and consumption of organic food in Norway: Common attitudes among farmers and consumers?,article,2003
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Main issues and challenges for sustainable development of salmon farming in Chile: a socio‐economic perspective,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Urban farming in the North American metropolis: Rethinking work and distance in alternative food networks,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Farmers Under Pressure. Analysis of the Social Conditions of Cases of Animal Neglect,article,2013
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Breeding for organic dairy farming: what types of cows are needed?,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Rendered Agroecosystem Services and Dysservices of Dairy Farming: A Bottom-Up Approach in Galicia (Spain),article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Organic Farming as a Strategy to Reduce Carbon Footprint in Dehesa Agroecosystems: A Case Study Comparing Different Livestock Products,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,The promise (and pitfalls) of ICT for agriculture initiatives,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Feminization of Agriculture in China? Myths Surrounding Women's Participation in Farming,article,2008
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Irrigated agriculture for food self-sufficiency in the sub-Saharan African region,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Food localism and resistance: a revival of agriculture and cross-border relations in Hong Kong,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,The agrifood question and rural development dynamics in Brazil and China: towards a protective 'countermovement',article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Sustainable development opportunities within corporate social responsibility practices from LSM to ASM in the gold mining industry,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,The Post-Malthusian World Began in Western Europe in the Eighteenth Century: A Reply to Goldstone and Wong,article,2003
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Spanish agriculture from 1900 to 2008: a long-term perspective on agroecosystem energy from an agroecological approach,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Re-thinking public health: Towards a new scientific logic of routine animal health care in European industrial farming,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Farming without Farmers: Deskilling in Contract Broiler Farming,dissertation,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,"Building a global platform for organic farming research, innovation and technology transfer",article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Tilling the Soil in Tanzania: What do Emerging Economies have to Offer?,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Antibiotic Use and the Demise of Husbandry,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,The American Way of Farming: Pioneer Hi-Bred and Power in Postwar America,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Applying Agroecology to Enhance the Productivity of Peasant Farming Systems in Latin America,article,1999
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,"Herd Growth, Farm Organisation and Subsidies in the Dairy Sector of Russia and Kazakhstan",article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Seafood from a changing Arctic,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Changing community relations in southeast China: the role of Guanxi in rural environmental governance,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Research on the relationship between China’s greenhouse gas emissions and industrial structure and economic growth from the perspective of energy consumption,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,"Know Your Indoor Farmer: Square Roots, Techno-Local Food, and Transparency as Publicity",article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Industrial Farm Animal Production: A Comprehensive Moral Critique,article,2014
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,The impact of urbanization and consumption patterns on China’s black carbon emissions based on input–output analysis and structural decomposition analysis,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Agroecology as a vehicle for contributive justice,article,2015
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,AN INVESTIGATION INTO THE POTENTIAL IMPACT OF CARVE-OUTS FOR RANCHING AND FARMING PROTECTIONS THROUGH STATE CONSTITUTIONAL AMENDMENTS,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Animal Killing and Postdomestic Meat Production,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,"The Rise of Neo-Liberalism and the Environment: Mining, Electronic Waste, Agri-business, Livestock Farming and the Clothing Industry",book_chapter,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,2378,Vine-growing in Catalonia: the main agricultural change underlying the earliest industrialization in Mediterranean Europe (1720-1939),article,2014
Disaster,3026480,Disaster!,pbook,1948
Disaster,3026480,SBA disaster loans.,looseleaf,1995
Disaster,3026480,Disaster prevention and management (Online),journal,1992
Disaster,3026480,Disaster lit : resource guide for disaster medicine and public health,database,1997
Disaster,3026480,Disaster management & response : DMR.,journal,2003
Disaster,3026480,Prehospital and disaster medicine.,journal,1989
Disaster,3026480,Disaster recovery journal.,journal,1987
Disaster,3026480,Documenting disaster damage.,pbook,1978
Disaster,3026480,Disaster Information Management Research Center,website,2007
Disaster,3026480,Disaster Distress Helpline.,website,1990
Disaster,3026480,Your Federal disaster assistance center : how to apply for help after disaster.,pbook,1978
Disaster,3026480,Field operations guide for disaster assessment and response,pbook,1998
Disaster,3026480,Federal disaster assistance program : community disaster loan handbook pursuant to Public Law 93-288.,looseleaf,1981
Disaster,3026480,Disaster behavioral health interventions inventory.,book,2015
Disaster,3026480,International disaster nursing,book,2010
Disaster,3026480,Disaster preparedness report.,journal,1989
Disaster,3026480,The Internet journal of rescue and disaster medicine.,journal,1998
Disaster,3026480,Washington State natural disaster operations plan.,looseleaf,1971
Disaster,3026480,Authorities & regulations for the Federal Disaster Assistance Program.,pbook,1976
Disaster,3026480,Digest of Federal disaster assistance programs.,pbook,1978
Disaster,3026480,Major disaster assistance from the DRF: Mississippi,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Montana,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Missouri,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Ohio,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Arizona,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Arkansas,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Delaware,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Virginia,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Hawaii,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Idaho,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Connecticut,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Oregon,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Wisconsin,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Georgia,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Vermont,website,2019
Disaster,3026480,Major disaster assistance from the DRF: California,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Wyoming,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Tennessee,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Illinois,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Texas,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Florida,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Alabama,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Minnesota,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Kentucky,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Maryland,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Nebraska,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Utah,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Oklahoma,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Iowa,website,2019
Disaster,3026480,Major disaster assistance from the DRF: Kansas,website,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Towards an Environmental History of Television. Water Pollution Issues on Finnish Broadcasting Prior to Earth Day 1970,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"What determines compliance with cleaner production? An appraisal of the tanning industry in Sialkot, Pakistan",article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Economic development and environmental sustainability—the case of foreign direct investment effect on environmental pollution in China,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Embracing an interdisciplinary approach to plastics pollution awareness and action,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Chemical Leasing business models and corporate social responsibility,article,2014
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"The River Talks: an ecocritical 'k??rero' about ecological performance, community activism and 'slow violence'",article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,“Give Earth a Chance”: The Environmental Movement and the Sixties,article,2003
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Fitting a Vital Linkage Piece into the Multidimensional Emissions-reduction Puzzle: Nongovernmental Pathways to Consumption Changes in the PRC and the USA,article,2006
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Water Demand Management in Singapore: Involving the Public,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Earth system analysis for sustainability,article,2005
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Domestic environmental activists and the governance of the Ganges and Mekong Rivers in India and China,article,2012
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Environmental Performance Information Use by Conservation Agency Staff,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Justice is the goal: divestment as climate change resistance,article,2016
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Air Pollution and Grassroots Echoes of “Ecological Civilization” in Rural China,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Can Local Voluntary Environmental Programs “Work”? An Examination of Fort Collins’ (Colorado) Climate Wise Program,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,AFTER EARTH DAY: THE MODERN ENVIRONMENTAL MOVEMENT,article,2014
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Courting emissions: climate adjudication and South Africa’s youth,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The role of climate change education on individual lifetime carbon emissions,article,2020
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The role of public relations firms in climate change politics,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The climate responsibilities of industrial meat and dairy producers,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The Genius of Earth Day,article,2010
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Cross-Cutting Influences of Environmental Protest and Legislation,article,2009
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"Sedimentality: sediment landscapes, socio-politics, and the environment in the lower Detroit River",article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The power of environmental norms: marine plastic pollution and the politics of microbeads,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The Trouble with Darkness: NASA’s Suomi Satellite Images of Earth at Night,article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"Ojibwe Gichigami (“Ojibwa’s Great Sea”): an intersecting history of treaty rights, tribal fish harvesting, and toxic risk in Keweenaw Bay, United States",article,2016
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Economics of death and dying: a critical evaluation of environmental damages and healthcare reforms across the globe,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"The Effects of Recreation Experience, Environmental Attitude, and Biospheric Value on the Environmentally Responsible Behavior of Nature-Based Tourists",article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Depoliticizing environmental degradation: revisiting the UNEP environmental assessment of Ogoniland in Nigeria’s Niger Delta region,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,How to tackle plastic bags and bottles pollution crisis in Pakistan? A cost–benefit analysis approach,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,How do Canadian media report climate change impacts on health? A newspaper review,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Tombstone Towns and Toxic Prisons: Prison Ecology and the Necessity of an Anti-prison Environmental Movement,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Valuing the Benefits of Creek Rehabilitation: Building a Business Case for Public Investments in Urban Green Infrastructure,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Greenwash: Corporate Environmental Disclosure under Threat of Audit,article,2011
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"Peri-Urbanism in Globalizing India: A Study of Pollution, Health and Community Awareness",article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Spatial meaning-making and urban activism: Two tales of anti-PX protests in urban China,article,2020
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Public Participation in Environmental Management in China: Status Quo and Mode Innovation,article,2014
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The role of leadership in depleting institutional ethos: the case of Scott Pruitt and the Environmental Protection Agency,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Reimagining Plastic Pollution and Climate Activism: Contradictions of Eco-Education in Rachel Hope Allison's I'm Not a Plastic Bag,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Nuclear Power: Renaissance or Relapse? Global Climate Change and Long-Term Three Mile Island Activists’ Narratives,article,2010
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,"Shifting public opinion on climate change: an empirical assessment of factors influencing concern over climate change in the U.S., 2002–2010",article,2012
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Constructing Media Artifacts in a Social Constructivist Environment to Enhance Students' Environmental Awareness and Activism,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,The function of remote sensing in support of environmental policy,article,2010
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,From chemical risk assessment to environmental resources management: the challenge for mining,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1879,Through their lenses: Arab students' environmental documentation and action,article,2020
