Query,Results,Title,Type,CreateDate
The Historical Roots of Vaccine Resistance,2794,The significance of folklore for vaccine policy: discarding the deficit model,article,2017
Globalization: From Industrial Revolution to Today,39977,The Industrial Revolution and globalization: A discussion of Patrick O’Brien’s contribution,article,2022
Globalization: From Industrial Revolution to Today,39977,GLOBALIZATION AND THE INDUSTRIAL REVOLUTION,article,2016
Globalization: From Industrial Revolution to Today,39977,Regional industrial policy for the manufacturing revolution: enabling conditions for complex transformations,article,2019
Globalization: From Industrial Revolution to Today,39977,"Why the Industrial Revolution Started in 18th Century Britain, Not China, from the Perspective of Globalization",article,2021
Globalization: From Industrial Revolution to Today,39977,From the industrial revolution to globalisation and integrative labour markets,article,2019
Globalization: From Industrial Revolution to Today,39977,Seven transformative crises from European revolution to corona: globalization and state capacity,article,2020
Globalization: From Industrial Revolution to Today,39977,"The Fourth Industrial Revolution. Global Risks, Local Challenges for Employment",article,2019
Globalization: From Industrial Revolution to Today,39977,Political order and political decay: from the industrial revolution to the globalization of democracy. By Francis Fukuyama,article,2015
Globalization: From Industrial Revolution to Today,39977,The Renaissance of Industrial Policy: Developmentalism in the Era of Post Globalization,article,2020
Globalization: From Industrial Revolution to Today,39977,The impact of industrial revolution 4.0 on international trade,article,2021
Globalization: From Industrial Revolution to Today,39977,Analysis of the innovative development of circumpolar countries in the context of the fourth industrial revolution,article,2021
Globalization: From Industrial Revolution to Today,39977,Negative Influences of the 4th Industrial Revolution on the Workplace: Towards a Theoretical Model of Entropic Citizen Behavior in Toxic Organizations,article,2019
Globalization: From Industrial Revolution to Today,39977,"Global Alcohol Markets: Evolving Consumption Patterns, Regulations, and Industrial Organizations",article,2018
Globalization: From Industrial Revolution to Today,39977,International Competitiveness and the Fourth Industrial Revolution,article,2017
Globalization: From Industrial Revolution to Today,39977,Globalization and the changing logic of collective action,article,1995
Globalization: From Industrial Revolution to Today,39977,A Trajectory of Globalization,article,2015
Globalization: From Industrial Revolution to Today,39977,The Rise of the Platform Economy,article,2016
Globalization: From Industrial Revolution to Today,39977,"K??RESELLESME, SOSYOLOJI VE T??RKIYE/GLOBALISATION, SOCIOLOGY AND TURKEY",article,2015
Globalization: From Industrial Revolution to Today,39977,"Why China Has Not Caught Up Yet: Military-Technological Superiority and the Limits of Imitation, Reverse Engineering, and Cyber Espionage",article,2019
Globalization: From Industrial Revolution to Today,39977,The cyanide revolution: Efficiency gains and exclusion in artisanal- and small-scale gold mining,article,2021
Globalization: From Industrial Revolution to Today,39977,IS THE REVOLUTION OF TECHNOLOGIES TRANSFORMING HUMAN RESOURCES?,article,2021
Globalization: From Industrial Revolution to Today,39977,Lessons from history for the future of work,article,2017
Globalization: From Industrial Revolution to Today,39977,Misthinking Globalisation: Twentieth-Century Paradigms and Twenty First-Century Challenges,article,2014
Globalization: From Industrial Revolution to Today,39977,The Georgian logistics revolution: questioning seamlessness across the New Silk Road,article,2019
Globalization: From Industrial Revolution to Today,39977,"Globalization and the Great Divergence: terms of trade booms, volatility and the poor periphery, 1782-1913",article,2008
Globalization: From Industrial Revolution to Today,39977,Survival pending revolution: Self-determination in the age of proto-neo-liberal globalization,article,2020
Globalization: From Industrial Revolution to Today,39977,Characterizing the sectoral development of cities,article,2021
Globalization: From Industrial Revolution to Today,39977,"Extractivism, exclusion and conflicts in Senegal's agro-industrial transformation",article,2020
Globalization: From Industrial Revolution to Today,39977,The Undemocratic Future of 21st Century Liberal Democracy,article,2021
Globalization: From Industrial Revolution to Today,39977,Our Great Depression of Post-Capitalism and Not of Capitalism,article,2019
Globalization: From Industrial Revolution to Today,39977,"Role of culture-specific rights, responsibilities and duties in industry 4.0: comparing Indic and Western perspectives",article,2021
Globalization: From Industrial Revolution to Today,39977,Driven Out,article,2021
Globalization: From Industrial Revolution to Today,39977,"The global business revolution, the cascade effect, and the challenge for firms from developing countries",article,2007
Globalization: From Industrial Revolution to Today,39977,"The rise and fall of worldwide income inequality, 1820–2035",article,2020
Globalization: From Industrial Revolution to Today,39977,Railroads and Reform: How Trains Strengthened the Nation State,article,2022
Globalization: From Industrial Revolution to Today,39977,Regional Language Education in the Era of the Industrial Revolution Era 4.0: An Idea About Education in the Techno-pedagogy Perspective,article,2020
Globalization: From Industrial Revolution to Today,39977,The Anthropocene: Comparing Its Meaning in Geology (Chronostratigraphy) with Conceptual Approaches Arising in Other Disciplines,article,2021
Globalization: From Industrial Revolution to Today,39977,Trade and overcoming land constraints in British industrialization: an empirical assessment,article,2018
Globalization: From Industrial Revolution to Today,39977,The road to the Industrial Revolution: hypotheses and conjectures about the medieval origins of the ‘European Miracle’,article,2008
Globalization: From Industrial Revolution to Today,39977,"Explaining World Wine Exports in the First Wave of Globalization, 1848–1938",article,2020
Globalization: From Industrial Revolution to Today,39977,A Future for Organization Theory: Living in and Living with Changing Organizations,article,2006
Globalization: From Industrial Revolution to Today,39977,MILESTONES IN THE MAKING OF THE THIRD WORLD: A HISTORICAL EXPOSITION,article,2021
Globalization: From Industrial Revolution to Today,39977,Post-Pandemic Urbanism: Criteria for a New Normal,article,2021
Globalization: From Industrial Revolution to Today,39977,The congealing of a new cleavage? The evolution of the demarcation bloc in Europe (1979–2019),article,2020
Globalization: From Industrial Revolution to Today,39977,Economic Globalization and Transnational Terrorism: A Pooled Time-Series Analysis,article,2004
Globalization: From Industrial Revolution to Today,39977,"Globalization, climate protection and the need for a cultural revolution: Down to Earth: Politics in the New Climatic Regime [Ou atterrir? Comment s'orienter en politique], by Bruno Latour",article,2019
Globalization: From Industrial Revolution to Today,39977,Beyond Local: The Role of National Innovation Networks Within the 4th IR,article,2019
Globalization: From Industrial Revolution to Today,39977,"Trade, Transport and Trouble: Managing Invasive Species Pathways in an Era of Globalization",article,2009
Globalization: From Industrial Revolution to Today,39977,How Globalisation and Mediatisation Challenge our Democracies,article,2017
Globalization: From Industrial Revolution to Today,39977,GVC-Oriented Policies and Urban Manufacturing: The Role of Cities in Global Value Chains,article,2022
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Protestants, Peace and the Apocalypse: The USSR’s Religious Cold War, 1947–62",article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Heads Down, Hearts Up: How Ukrainian Baptists Make Meaning from Their Memories of Soviet State-Sanctioned Religious Persecution",article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Driven into Suicide by the East German Regime? Reflections on the Persistence of a Misleading Perception,article,2019
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Pathologia religiosa: Medicine and the Anti-religious Movement in the Early Soviet Union,article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Role of the State in the Repression and Revival of Religiosity in Central Eastern Europe,article,2012
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Catholic ChurchState Relations in the Hong Kong Special Administrative Region: A Review of 20 Years,article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Coping with Persecution: Religious Change in Communism and in Post-Communist Reconstruction in Central Europe,article,1998
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Stalin and the Great Terror: Politics and Personality in Soviet History,article,2011
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Neither public nor private religion: the Russian Orthodox Church in the public sphere of contemporary Russia,article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Memory and identity among post-Soviet Evangelical Christians-Baptists in contemporary Ukraine,article,2014
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Sect as a Threat - Cultural Memory and the Image of Sects,article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Between History and Religion: The New Russian Martyrdom as an Invented Tradition,article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Behavior Unbecoming a Communist: Jewish Religious Practice in Soviet Minsk,article,2008
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Persecution of believers as a systemic feature of the Soviet regime,article,2016
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Unholy Crusaders: The Wehrmacht and the Reestablishment of Soviet Churches during Operation Barbarossa,article,2019
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Imperial Subjects in the Soviet Union: M.N. Roy, Rabindranath Tagore, and Re-Thinking Freedom and Authoritarianism",article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Violent Culture Wars: Religion and Revolution in Mexico, Russia and Spain in the Interwar Period",article,2018
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Regime Cycles: Democracy, Autocracy, and Revolution in Post-Soviet Eurasia",article,2005
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Central vs. Local Authority in Soviet Religious Affairs 1964–89,article,1992
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Islam and State Policy in Contemporary China,article,2016
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Hungary for Religion: A Supply-Side Interpretation of the Hungarian Religious Revival,article,2001
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Making and Unmaking of a French Christian Bolshevik: The Soviet Years of Pierre Pascal,article,2015
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Carl McIntire and the Fundamentalist Origins of the Christian Right,article,2012
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,BOGDAN MUSIAL AND THE QUESTION OF JEWISH RESPONSIBILITY FOR THE POGROMS IN LVIV IN THE SUMMER OF 1941,article,2005
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Fighting the International Conspiracy: The Francoist Persecution of Freemasonry, 1936-1945",article,2011
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,‘With Rome and with Moscow’: Italian Catholic Communism and Anti-Fascist Exile,article,2016
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,In Response to Persecution: Essays from the Under Caesar's Sword Project,article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Christianity in Vietnam today (1975-2013): contemporary challenges and opportunities,article,2014
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,An Early Soviet Ethnic Deportation: The Far-Eastern Koreans,article,1995
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Communist Party Leadership and Rule of Law: A Tale of Two Reforms,article,2021
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Islam in Russia under the Federal Law on Freedom of Conscience and on Religious Associations: official tolerance in an intolerant society,article,2001
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Orthodoxy and Humanitarianism: Realities, Resources, and Future Research",article,2016
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Is China Repressing or Moulding Religion? 'Religious Freedom', Post-coloniality, and the Chinese State Building",article,2022
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Russian Orthodox Christians and Their Orientation toward Church and State,article,2005
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Charles H. Malik and Religious Freedom: The Influence of Biography on Malik's Contributions to the Drafting of the Universal Declaration of Human Rights,article,2020
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Religious change in Orthodox-majority Eastern Europe: from Nation-State to Global-Market,article,2021
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Lavender Scare and Empire: Rethinking Cold War Antigay Politics,article,2012
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Illegal confessional education of children in Slovakia in the period of Socialism (political and religious context),article,2020
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Anti-communism in twentieth-century Ireland,article,2014
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The role of spiritual formation in the education of modern human beings: A European Christian perspective,article,2021
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Ideological divergence and delegitimation within Catholic political activism in South Korea: A retrospective of contentious politics during the Park Geun-hye presidency,article,2019
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Islam and Muslims in “non-religious” Japan: caught in between prejudice against Islam and performative tolerance,article,2022
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,Sacred necropolitics,article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Operation Abolition: Defending the Civil Liberties of the “Un-American,” 1957–1961",article,2013
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"A European Culture War in the Twentieth Century? Anti-Catholicism and Anti-Bolshevism between Moscow, Berlin, and the Vatican 1922 to 1933",article,2015
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,“Noxious Weed”: Persecution in the Development of Korean Christianity,article,2017
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Roots of American Refugee Policy,article,1988
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,How to entrench a de facto state church in Russia: a guide in progress,article,2008
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,The Atl??ntida of Capitalism. The murals of Sert in the decorative programme of New York's Rockefeller Center,article,2021
The Soviet Roots of Contemporary Religious Persecution within Communism,1631,"Thinking on One's Own: Catholicism in the American Intellectual Imagination, 1928–1960",article,1997
Women's Struggle During and After the Apartheid,17166,"Persistent pasts, present struggles, imagined futures: Gender geographies in South Africa after apartheid",article,2019
Women's Struggle During and After the Apartheid,17166,Married to the ANC: Tanzanian Women's Entanglement in South Africa's Liberation Struggle,article,2014
Women's Struggle During and After the Apartheid,17166,"""Beyond the syllabus"": Morris Isaacson High School's struggle for human equality under the Apartheid education system, 1958-1990",article,2021
Women's Struggle During and After the Apartheid,17166,"Races to consume: revisiting South Africa's history of race, consumption and the struggle for freedom",article,2010
Women's Struggle During and After the Apartheid,17166,"Anarchist/syndicalist and independent Marxist intersections in post-apartheid struggles, South Africa: the WSF/ZACF current in Gauteng, 1990s-2010s",article,2020
Women's Struggle During and After the Apartheid,17166,'Practicing' women's agency and the struggle for transformation in South Africa,article,2017
Women's Struggle During and After the Apartheid,17166,A Gendered Approach to the Yu Chi Chan Club and National Liberation Front during South Africa's Transition to Armed Struggle,article,2022
Women's Struggle During and After the Apartheid,17166,Nations Divided: American Jews and the Struggle Over Apartheid by Marjorie N. Feld (review),article,2015
Women's Struggle During and After the Apartheid,17166,Moms with Guns: Women's Political Agency in Anti-Apartheid Visual Culture,article,2009
Women's Struggle During and After the Apartheid,17166,Of expectations and surprises in South African-Chinese gender politics,article,2019
Women's Struggle During and After the Apartheid,17166,"The intersections of identity, belonging and drug use disorder: struggles of male youth in post-apartheid South Africa",article,2021
Women's Struggle During and After the Apartheid,17166,"Women’s voices, women’s lives : QwaQwa women’s experiences of the apartheid and post-apartheid eras",article,2018
Women's Struggle During and After the Apartheid,17166,Contested water rights in post-apartheid South Africa : the struggle for water at catchment level,article,2011
Women's Struggle During and After the Apartheid,17166,"A 'Political War of Words and Bullets': Defining and Defying Sides of Struggle for Housing in Crossroads, South Africa",article,2015
Women's Struggle During and After the Apartheid,17166,Singing Against Apartheid: ANC Cultural Groups and the International Anti-Apartheid Struggle,article,2007
Women's Struggle During and After the Apartheid,17166,"Defiant citizenship: marginality, race, and the struggle for place in Hangberg, South Africa",article,2021
Women's Struggle During and After the Apartheid,17166,"Frances Baard's and Helen Joseph's struggle against apartheid, 1950-1963 : a comparative analysis",article,2012
Women's Struggle During and After the Apartheid,17166,"International Migration, 'Domestic Struggles' and Status Aspiration among Nurses in South Africa",article,2010
Women's Struggle During and After the Apartheid,17166,"An Apartheid of Knowledge in Academia: The Struggle Over the ""Legitimate"" Knowledge of Faculty of Color",article,2002
Women's Struggle During and After the Apartheid,17166,"""The Consummate Material Girl?"": The contested consumption of Winnie Madikizela-Mandela in early post-apartheid media representations",article,2015
Women's Struggle During and After the Apartheid,17166,No Hope without Struggle,article,2013
Women's Struggle During and After the Apartheid,17166,Muslim Portraits: The Anti-Apartheid Struggle,article,2014
Women's Struggle During and After the Apartheid,17166,"Something old, something new: Historicizing same-sex marriage within ongoing struggles over African marriage in South Africa",article,2018
Women's Struggle During and After the Apartheid,17166,"Opposing the toxic apartheid: The painted veil of the COVID‐19 pandemic, race and racism",article,2021
Women's Struggle During and After the Apartheid,17166,"Women’s voices, women’s lives : QwaQwa women’s experiences of the apartheid and post-apartheid eras - research",article,2018
Women's Struggle During and After the Apartheid,17166,The War of Words: Language as an Instrument of Palestinian National Struggle,article,2020
Women's Struggle During and After the Apartheid,17166,Prison and Political Struggle in Nadine Gordimer's Burger's Daughter,article,2016
Women's Struggle During and After the Apartheid,17166,Struggles with activism: NGO engagements with land tenure reform in post-apartheid South Africa,article,2010
Women's Struggle During and After the Apartheid,17166,"Worker Struggles as Community Struggles: The Politics of Protest in Nkaneng, Marikana",article,2016
Women's Struggle During and After the Apartheid,17166,"“Reclaiming the White Daughter’s Purity”: Afrikaner Nationalism, Racialized Sexuality, and the 1975 Abortion and Sterilization Act in Apartheid South Africa",article,2010
Women's Struggle During and After the Apartheid,17166,"Non-Racial Sport in South Africa: A Documentary Analysis of the Struggle for International Recognition, 1946-1971",article,2021
Women's Struggle During and After the Apartheid,17166,Gender apartheid: The challenges of breaking into “man's world”,article,2021
Women's Struggle During and After the Apartheid,17166,"'Men of the Cloth': The Federal Theological Seminary of Southern Africa, Inkatha and the Struggle against Apartheid",article,2008
Women's Struggle During and After the Apartheid,17166,A champion for African freedom: Paul Robeson and the struggle against apartheid,article,2013
Women's Struggle During and After the Apartheid,17166,"Celebration, preservation and promotion of struggle narratives with a focus on South African women of Indian heritage",article,2021
Women's Struggle During and After the Apartheid,17166,Shattering the Myth of a Post-Racial Consensus in South African Higher Education: “Rhodes Must Fall” and the Struggle for Transformation at the University of Cape Town,article,2017
Women's Struggle During and After the Apartheid,17166,Family Therapy and the Pedagogy of the Oppressed: Therapeutic Use of Songs in Apartheid South Africa,article,2018
Women's Struggle During and After the Apartheid,17166,Dignity Discourses in Struggles for Basic Legal Freedoms in China,article,2021
Women's Struggle During and After the Apartheid,17166,"Struggles over Land, Livelihood, and Future Possibilities: Reframing Displacement through Feminist Political Ecology",article,2018
Women's Struggle During and After the Apartheid,17166,The (un)promised land: queer identity and South Africa's post-apartheid urban landscape,article,2019
Women's Struggle During and After the Apartheid,17166,ALBERT LUTHULI'S PRIVATE STRUGGLE: HOW AN ICON OF PEACE CAME TO ACCEPT SABOTAGE IN SOUTH AFRICA,article,2018
Women's Struggle During and After the Apartheid,17166,Two Fronts of Anti-Apartheid Struggle: South Africa and Canada,article,2010
Women's Struggle During and After the Apartheid,17166,Queering the History of South African Psychology: From Apartheid to LGBTI+ Affirmative Practices,article,2019
Women's Struggle During and After the Apartheid,17166,Gender and Land Rights: The Struggle over Resources in Post-Apartheid South Africa,article,1997
Women's Struggle During and After the Apartheid,17166,"'These Women, They Force Us to Rape Them': Rape as Narrative of Social Control in Post-Apartheid South Africa",article,2006
Women's Struggle During and After the Apartheid,17166,The national liberation struggle and Islamic feminisms in South Africa,article,2006
Women's Struggle During and After the Apartheid,17166,Africa's Struggles for Decolonization: From Achebe to Mandela,article,2014
Women's Struggle During and After the Apartheid,17166,"Art, Vulnerability and HIV in Post-Apartheid South Africa",article,2019
Women's Struggle During and After the Apartheid,17166,The Treatment Action Campaign's Struggle for AIDS Treatment in South Africa: Coalition-building Through Networks,article,2011
Women's Struggle During and After the Apartheid,17166,Women's struggle for land rights in the former homelands: Aninka Claassens speaks to Tsholofelo Sepotokele,article,2018
The Pay of Women and Their Rights Over Time,753566,Best dressed of all time: Bazaar pays homage to the women who have always gotten it right,article,2007
The Pay of Women and Their Rights Over Time,753566,Tvangsstyringen av arbeidslivet under hakekorset 1940–1945: Diktat og kollaborasjon,article,2018
The Pay of Women and Their Rights Over Time,753566,Care in a Time of Austerity: the Electronic Monitoring of Homecare Workers’ Time,article,2017
The Pay of Women and Their Rights Over Time,753566,Why do occupations dominated by women pay less?: How 'female-typical' work tasks and working-time arrangements affect the gender wage gap among higher education graduates,article,2016
The Pay of Women and Their Rights Over Time,753566,Barriers to ‘equal pay for work of equal value’ for women in Japan: Assessing the potential for change,article,2020
The Pay of Women and Their Rights Over Time,753566,Pay equity and marginalized women,article,2018
The Pay of Women and Their Rights Over Time,753566,The Part-Time Pay Penalty for Women in Britain,article,2008
The Pay of Women and Their Rights Over Time,753566,Gender pay gap and under-representation of women in decision-making positions: UWE decisions of the European Committee of Social Rights,article,2021
The Pay of Women and Their Rights Over Time,753566,Women empowerment and insecurity: firm-level evidence,article,2020
The Pay of Women and Their Rights Over Time,753566,The part-time pay penalty: earnings trajectories of British Women,article,2009
The Pay of Women and Their Rights Over Time,753566,Labour market effects of parental leave in Europe,article,2013
The Pay of Women and Their Rights Over Time,753566,Seeking healthcare at their 'right' time; the iterative decision process for women with breast cancer,article,2020
The Pay of Women and Their Rights Over Time,753566,"When It Comes to Pay, Do the Thin Win? The Effect of Weight on Pay for Men and Women",article,2011
The Pay of Women and Their Rights Over Time,753566,A Structured Compensation Plan Improves But Does Not Erase the Sex Pay Gap in Surgery,article,2018
The Pay of Women and Their Rights Over Time,753566,The Role of Women in Early REDD+ Implementation: Lessons for Future Engagement,article,2015
The Pay of Women and Their Rights Over Time,753566,Human Rights Activists and the Question of Sex Discrimination in Postwar Ontario,article,2020
The Pay of Women and Their Rights Over Time,753566,How the Criteria for Joining the European Union Affect Public Opinion: The Case of Equal Pay between Women and Men in Bosnia and Herzegovina,article,2018
The Pay of Women and Their Rights Over Time,753566,Women managing women: An holistic relational approach to managing relationships at work,article,2018
The Pay of Women and Their Rights Over Time,753566,"""Not merely there to help the men"": Equal pay laws, collective rights, and the making of the modern class action",article,2018
The Pay of Women and Their Rights Over Time,753566,"HPV vaccination intent and willingness to pay for 2-,4-, and 9-valent HPV vaccines: A study of adult women aged 27–45??years in China",article,2020
The Pay of Women and Their Rights Over Time,753566,Does It Pay to Invest in Japanese Women? Evidence from the MSCI Japan Empowering Women Index,article,2019
The Pay of Women and Their Rights Over Time,753566,Pay Now or Pay Later: An Economic Rationale for State-Funded Helping Services to Assist Women Leaving an Abusive Relationship,article,2015
The Pay of Women and Their Rights Over Time,753566,Working across time zones: Exporters and the gender wage gap,article,2018
The Pay of Women and Their Rights Over Time,753566,Women and recession revisited,article,2013
The Pay of Women and Their Rights Over Time,753566,DISCRIMINATORY SOCIAL ATTITUDES AND VARYING GENDER PAY GAPS WITHIN FIRMS,article,2016
The Pay of Women and Their Rights Over Time,753566,Gender imbalance in executive management positions at the Mexican National Institutes of Health,article,2020
The Pay of Women and Their Rights Over Time,753566,The part-time pay penalty in a segmented labor market,article,2011
The Pay of Women and Their Rights Over Time,753566,"Future-oriented women will pay to reduce global warming: Mediation via political orientation, environmental values, and belief in global warming",article,2014
The Pay of Women and Their Rights Over Time,753566,Is there a wage cost for employees in family‐friendly workplaces? The effect of different employer policies,article,2019
The Pay of Women and Their Rights Over Time,753566,Women in Environmental Sciences (WiES) and The UN SDGs: A Catalyst for Achieving a Sustainable Future for All,article,2020
The Pay of Women and Their Rights Over Time,753566,Regional variations in labor force behavior of women in Japan,article,2013
The Pay of Women and Their Rights Over Time,753566,Stepping-Stone or Dead End: To What Extent Does Part-Time Employment Enable Progression Out of Low Pay for Male and Female Employees in the UK?,article,2020
The Pay of Women and Their Rights Over Time,753566,Gender pay transparency mechanisms : future directions for South Africa,article,2020
The Pay of Women and Their Rights Over Time,753566,Closing the Gender Pay Gap in Medicine,article,2021
The Pay of Women and Their Rights Over Time,753566,Is there equal pay in healthcare? Not if you are a doctor,article,2012
The Pay of Women and Their Rights Over Time,753566,"Tackling the Down Side: Social Capital, Women's Empowerment and Micro-Finance in Cameroon",article,2001
The Pay of Women and Their Rights Over Time,753566,What do we know about the impact of sexual violence on health and health behaviour of women in Estonia?,article,2020
The Pay of Women and Their Rights Over Time,753566,Does Being Empathic Pay Off?-Associations Between Performance-Based Measures of Empathy and Social Adjustment in Younger and Older Women,article,2016
The Pay of Women and Their Rights Over Time,753566,Segregation of women in tourism employment in the APEC region,article,2020
The Pay of Women and Their Rights Over Time,753566,A Cost-Effectiveness Evaluation of Germline BRCA1 and BRCA2 Testing in UK Women with Ovarian Cancer,article,2017
The Pay of Women and Their Rights Over Time,753566,The ILO's Domestic Workers Convention and Recommendation: A window of opportunity for social justice,article,2014
The Pay of Women and Their Rights Over Time,753566,Working time reductions at the end of the career: Do they prolong the time spent in employment?,article,2019
The Pay of Women and Their Rights Over Time,753566,Call (and pay) the midwife: A discrete choice experiment on mothers’ preferences and their willingness to pay for midwifery care,article,2021
The Pay of Women and Their Rights Over Time,753566,Achieving pay equity: Strategic mobilization for substantive equality in Aotearoa New Zealand,article,2019
The Pay of Women and Their Rights Over Time,753566,Why Do Women Earn Less than Men? Evidence from Bus and Train Operators,article,2022
The Pay of Women and Their Rights Over Time,753566,"Changing Equations: Empowerment, Entrepreneurship and the Welfare of Women",article,2018
The Pay of Women and Their Rights Over Time,753566,"Going back in time?: Gender differences in trends and sources of the racial pay gap, 1970 to 2010",article,2016
The Pay of Women and Their Rights Over Time,753566,Court of Appeal of England and Wales: Not Discriminatory to Pay Women More for Maternity Leave than Men for Shared Parental Leave,article,2021
The Pay of Women and Their Rights Over Time,753566,New Market Power Models and Sex Differences in Pay,article,2010
The Pay of Women and Their Rights Over Time,753566,“They Did Not Pay Attention or Want to Listen When We Spoke”: Women’s Experiences in a Trafficking-Specific Shelter in Cambodia,article,2022
The Suffering of the North Korean Society with Destructive Dictatorship,176,REFRAMING NORTH KOREAN HUMAN RIGHTS: Introduction,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,"THE MIRROR OF NORTH KOREAN HUMAN RIGHTS: Technologies of Liberation, Technologies of War",article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,States of Insecurity,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,176,Historical Counter-Narratives: Japanese Christians’ Advocacy for South Korean Atomic Bomb Victims,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,From Villain to Superhero: The Image of the North Korean in Contemporary South Korean Cinema,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,176,The Tension Between Cultural Codes in South Korean Civil Society: The Case of the Electronic National Identification Card,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,The Korean crisis and the end of 'Late' development,article,1998
The Suffering of the North Korean Society with Destructive Dictatorship,176,Global American: The Devastation of Language under the Dictatorship of the Public Realm,article,2008
The Suffering of the North Korean Society with Destructive Dictatorship,176,A South Korean Progressive Outlook on the Middle East Conflict: Contextualizing Hankyoreh's Coverage of the Gaza War,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,Propaganda leaflets and Cold War frames during the Korean War,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,"Science, Technology, and the Imaginaries of Development in South Korea",article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,"Ham Sok Hon, a Pioneer of Korean Cosmopolitanism",article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,The effects of torture‐related stressors on long‐term complex post‐traumatic symptoms in South Korean torture survivors,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,"Allusion, Quotation, and Pastiche in Younghill Kang’s The Grass Roof and East Goes West",article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,The Limit and Possibilities of Unification Education as Peace Education beyond Division in South Korea,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,BEYOND COLLECTIVE AMNESIA: A KOREAN WAR RETROSPECTIVE,article,2001
The Suffering of the North Korean Society with Destructive Dictatorship,176,Is China a Success while India is a Failure?,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,176,A Pioneer among the South Korean Atomic Bomb Victims: Significance of the Son Jin-doo Trial,article,2016
The Suffering of the North Korean Society with Destructive Dictatorship,176,SOUTH KOREA'S ENGAGEMENT POLICY: Revisiting a Human Rights Policy,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,176,THE GANDHIAN REVOLUTION: A COMPARATIVE ANALYSIS,article,2000
