paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
45,Japan and the United States post WWII,"Phillipps, Jeremy. “City and Empire – Local Identity and Regional Imperialism in 1930s Japan.” Urban History 35, no. 1 (2008): 116–33. https://doi.org/10.1017/s0963926807005202. ",City and Empire – Local Identity and Regional Imperialism in 1930s Japan,Yes,Article
45,Japan and the United States post WWII,"Ruoff, Kenneth. “Wartime, War-Related, and the National Heritage Tourism in Japan: Where Do We Go from Here?” Afterword 33 (2019): 329–34. https://www.jstor.org/stable/26652986?seq=1. ","Wartime, War-Related, and the National Heritage Tourism in Japan: Where Do We Go from Here?",Yes,Article
45,Japan and the United States post WWII,"Thompson, Mark R. “Japan's 'German Path' and Pacific Asia's Flying Geese'.” Asian Journal of Social Science 38, no. 5 (November 5, 2010): 697–715. https://www.jstor.org/stable/23654779. ",Japan's 'German Path' and Pacific Asia's Flying Geese',Yes,Article
45,Japan and the United States post WWII,"Willard-Foster, Melissa. “Planning the Pease and Enforcing the Surrender: Deterrence in the Allied Occupations of Germany and Japan.” The Journal of Interdisciplinary History 40, no. 1 (2009): 33–56. https://www.jstor.org/stable/40263598. ",Planning the Pease and Enforcing the Surrender: Deterrence in the Allied Occupations of Germany and Japan,Yes,Article
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Catherine Smith. “Parsimony, Power, and Prescriptive Legislation: The Politics of Pauper Lunacy in Northamptonshire, 1845-1876.” Bulletin of the History of Medicine 81, no 2 (Summer 2007): 359-385. https://ntserver1.wsulibs.wsu.edu:2522/article/217187","Parsimony, Power, and Prescriptive Legislation: The Politics of Pauper Lunacy in Northamptonshire, 1845-1876",Yes,Article
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Jin Liu, Hong Ma, Yan-Ling He, Bin Xie, Yi-Feng Xu, Hong-Yu Tang, Ming Li, Wei Hao, Xiang-Dong Wang, Ming-Yuan Zhang, Chee H. Ng, Margaret Goding, Julia Fraser, Helen Herrman, Helen F.K. Chiu, Sandra S. Chan, Edmond Chiu and Xin Yu. “Mental health system in China: history, recent service reform and future challenges.” Mental Health Policy Paper (October 2011): 210-216. https://ntserver1.wsulibs.wsu.edu:2118/doi/pdfdirect/10.1002/j.2051-5545.2011.tb00059.x","Mental health system in China: history, recent service reform and future challenges",Yes,Article
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Joseph Melling and Bill Forsythe. Insanity, Institutions and Society, 1800-1914. Routledge, 1999.","Insanity, Institutions and Society, 1800-1914",Yes,Print Book
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Luca Gabbiani. “Insanity and parricide in late imperial china (eighteenth– twentieth centuries).” International Journal of Asian Studies 10, no. 2 (2013): 130. https://ntserver1.wsulibs.wsu.edu:2137/10.1017/S147959141300003X",Insanity and parricide in late imperial china (eighteenth– twentieth centuries),Yes,Article
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Michel Foucault. History of Madness. Routledge, 2006.",History of Madness,Yes,Print Book
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Vivien W. Ng. Madness in Late Imperial China : From Illness to Deviance. University of Oklahoma Press, 1990.",Madness in Late Imperial China : From Illness to Deviance,Yes,Print Book
47,Development of Insanity and Madness in China and Europe Since the 19th Century,"Xiuying Xu, Xin-Min Li. Dongmei Xu, and Wenqiang Wang. “Psychiatric and Mental Health Nursing in China: Past, Present and Future.” Archives of Psychiatric Nursing 3, Issue 5 (June 2017): 471. https://ntserver1.wsulibs.wsu.edu:2061/science/article/pii/S0883941717300869","Psychiatric and Mental Health Nursing in China: Past, Present and Future",Yes,Article
49,Internet Moderation: Censorship in the Digital Age,"Cragin, Thomas J. “The Failings of Popular News Censorship in Nineteenth-Century France.” Book History 4, no. 1 (2001): 49–80. https://doi.org/10.1353/bh.2001.0006. ",The Failings of Popular News Censorship in Nineteenth-Century France,Yes,Article
49,Internet Moderation: Censorship in the Digital Age,"Emden, Christian, and David R. Midgley. Beyond Habermas: Democracy, Knowledge, and the Public Sphere. New York: Berghahn Books, 2015. ","Beyond Habermas: Democracy, Knowledge, and the Public Sphere",Yes,Print Book
49,Internet Moderation: Censorship in the Digital Age,"Kidman, Shawna. “Self-Regulation through Distribution: Censorship and the Comic Book Industry in 1954.” The Velvet Light Trap 15 (2015). ",Self-Regulation through Distribution: Censorship and the Comic Book Industry in 1954,Yes,Article
49,Internet Moderation: Censorship in the Digital Age,"McClure, Amy. ""Censorship."" Children's Literature Association Quarterly 8, no. 1 (1983): 22-25. doi:10.1353/chq.0.0489.",Censorship,Yes,Article
49,Internet Moderation: Censorship in the Digital Age,"Smith, Jeremy L. “Thomas East and Music Publishing in Renaissance England.” Oxford: Oxford University Press, 2003.",Thomas East and Music Publishing in Renaissance England,Yes,Print Book
49,Internet Moderation: Censorship in the Digital Age,"Zhong, Hanfeng, and Paul A. Watters. ""The Ethics of Corporate Censorship of Information-Sharing Behavior: A Nonconsequentialist Perspective."" Library Trends 68, no. 4 (2020): 697-711. doi:10.1353/lib.2020.0018.",The Ethics of Corporate Censorship of Information-Sharing Behavior: A Nonconsequentialist Perspective,Yes,Article
51,Hiroshima and Nagasaki Health,"Asada, Sadao. “The Shock of the Atomic Bomb and Japan's Decision to Surrender: A Reconsideration.” Pacific Historical Review 67, no.4 (1998): 477-512. Accessed December 12, 2020. https://www.jstor.org/stable/3641184.",The Shock of the Atomic Bomb and Japan's Decision to Surrender: A Reconsideration,Yes,Article
51,Hiroshima and Nagasaki Health,"Yamazaki, James N., and Louis B. Fleming. Children of the Atomic Bomb: an American Physician's Memoir of Nagasaki, Hiroshima, and the Marshall Islands. Duke University Press: Durham, N.C., 1995.","Children of the Atomic Bomb: an American Physician's Memoir of Nagasaki, Hiroshima, and the Marshall Islands",Yes,Print Book
51,Hiroshima and Nagasaki Health,"Lifton, Robert J. “Death in Life : Survivors of Hiroshima.” Proquest. University of North Carolina Press (November 1991): Accessed December 13, 2020. https:// ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=793360&ppg=1.",Death in Life : Survivors of Hiroshima,Yes,Ebook
51,Hiroshima and Nagasaki Health,"Malloy, Sean L. “‘A Very Pleasant Way to Die’: Radiation Effects and the Decision to Use the Atomic Bomb against Japan.” Diplomatic History. Oxford University Press, (June 2012): Accessed December 13, 2020. https://www.jstor.org/stable/44376188.",A Very Pleasant Way to Die’: Radiation Effects and the Decision to Use the Atomic Bomb against Japan,Yes,Article
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Eagleton, Terry, Jameson, Fredric, Said, Edward W., Deane, Seamus, and Field Day Theatre Company. Nationalism, Colonialism, and Literature. Minneapolis: University of Minnesota Press, 1990. ","Nationalism, Colonialism, and Literature",Yes,Print Book
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Goodlad, Graham. 2007.  Oliver Cromwell. Penrith: Humanities-Ebooks, LLP. Accessed December 6, 2020. ProQuest Ebook Central. ",Oliver Cromwell,Yes,Ebook
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Hopkinson, Michael. The Irish War of Independence. Montreal: McGill-Queen's University Press, 2002. ",The Irish War of Independence,Yes,Print Book
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Laffan, Michael. The Unification of Sinn Fein in 1917. Irish Historical Studies 17, no. 67 (1971): 353-79. Accessed October 20, 2020. http://www.jstor.org/stable/30005764.",The Unification of Sinn Fein in 1917,Yes,Article
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Manus, Seumas Mac. Sinn Fein. The North American Review 185, no. 621 (1907): 825-36. http://www.jstor.org/stable/25105964.",Sinn Fein,Yes,Article
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"O'Callaghan, Margaret. Religion and Identity: The Church and Irish Independence. The Crane Bag 7, no. 2 (1983): 65–76. ",Religion and Identity: The Church and Irish Independence,Yes,Article
53,Fada Beo An Réabhlóid ‘Long Live the Revolution’,"Scully, Denys. 1812. A statement of the penal laws which aggrieve the Catholics of Ireland. With commentaries. Dublin: H. Fitzpatrick. Accessed December 6, 2020. Gale. ",A statement of the penal laws which aggrieve the Catholics of Ireland,Yes,Ebook
57,The Different Minds of a Nazi Guard,"Edele, Mark. Stalin's Defectors: How Red Army Soldiers became Hitler's Collaborators, 1941-1945. The University of Western Australia, 2017. Accessed September 30, 2020. https://ntserver1.wsulibs.wsu.edu:6363/view/10.1093/oso/9780198798156.001.0001/oso-9780198798156","Stalin's Defectors: How Red Army Soldiers became Hitler's Collaborators, 1941-1945",Yes,Ebook
57,The Different Minds of a Nazi Guard,"Goeschel, Christian. ""Suicide in Nazi Concentration Camps, 1933-9."" Journal of Contemporary History 45, no. 3 (2010): 628-48. Accessed September 30, 2020. http://www.jstor.org/stable/20753618.","Suicide in Nazi Concentration Camps, 1933-9",Yes,Article
57,The Different Minds of a Nazi Guard,"Goutam, Urvashi, and Urvashi Gautam. ""PEDAGOGICAL NAZI PROPAGANDA (1939-1945)."" Proceedings of the Indian History Congress 75 (2014): 1018-026. Accessed September 30, 2020. http://www.jstor.org/stable/44158487.",PEDAGOGICAL NAZI PROPAGANDA (1939-1945),Yes,Article
57,The Different Minds of a Nazi Guard,"Riedel, Dirk. ""A 'Political Soldier' and 'Practitioner of Violence': The Concentration Camp Commandant Hans Loritz."" Journal of Contemporary History 45, no. 3 (2010): 555-75. Accessed September 30, 2020. 1-21. http://www.jstor.org/stable/20753615.",A 'Political Soldier' and 'Practitioner of Violence': The Concentration Camp Commandant Hans Loritz,Yes,Article
59,The Evolution of Britain’s Climate Change Fight,"Jacobson, Mark Z. Atmospheric Pollution: History, Science, and Regulation. England: Cambridge University Press, 2002.","Atmospheric Pollution: History, Science, and Regulation",Yes,Print Book
59,The Evolution of Britain’s Climate Change Fight,"Jonsson, Fredrik A. “The Industrial Revolution in the Anthropocene,” Journal of Modern History (September 2012). https://www.researchgate.net/profile/Fredrik_Albritton_Jonsson/publication/259711323_The_Industrial_Revolution_in_the_Anthropocene/links/5c969019299bf11169438ded/The-Industrial-Revolution-in-the-Anthropocene.pdf",The Industrial Revolution in the Anthropocene,Yes,Article
59,The Evolution of Britain’s Climate Change Fight,"Wrigley, E. A. Energy and the English Industrial Revolution. England: Cambridge University Press, 2010. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=585397",Energy and the English Industrial Revolution,Yes,Ebook
63,NIGERIAN ECONOMIC SUCCESS DUE TO OIL: A SABATOGED COUNTRY,"Adenugba, Adesoji Adetunji, and Sotubo Oluwatimilehin Dipo. “Non-Oil Exports in the Economic Growth of Nigeria: A Study of Agricultural and Mineral Resources.” Journal of Educational and Social Research 3, no. 2 (May 2013). https://doi.org/10.5901/jesr.2013.v3n2p403. ",Non-Oil Exports in the Economic Growth of Nigeria: A Study of Agricultural and Mineral Resources,Yes,Article
63,NIGERIAN ECONOMIC SUCCESS DUE TO OIL: A SABATOGED COUNTRY,"Parkinson, Joe, and Benoit Faucon. “Oil Slump, Coronavirus Create a Perfect Storm for Nigeria's Economy.” The Wall Street Journal. Dow Jones & Company, April 27, 2020. https://www.wsj.com/articles/oil-slump-coronavirus-create-a-perfect-storm-for-nigerias-economy-11588000761. ","Oil Slump, Coronavirus Create a Perfect Storm for Nigeria's Economy",Yes,Newspaper Article
63,NIGERIAN ECONOMIC SUCCESS DUE TO OIL: A SABATOGED COUNTRY,"Uwakonye, Matthew Nga, Gbolahan Solomon Osho, and Hyacinth Anucha. “The Impact Of Oil And Gas Production On The Nigerian Economy: A Rural Sector Econometric Model.” International Business & Economics Research Journal (IBER) 5, no. 2 (2011). https://doi.org/10.19030/iber.v5i2.3458.",The Impact Of Oil And Gas Production On The Nigerian Economy: A Rural Sector Econometric Model,Yes,Article
65,U.S. Gun Control Compared to Other Countries,"SIMON BARUCH, ,MD. (1920, May 03). A FEDERAL GUN LAW.: IN FAVOR OF SUPPRESSING THE TRAFFIC IN CONCEALABLE WEAPONS. New York Times (1857-1922) Retrieved from https://ntserver1.wsulibs.wsu.edu:2152/docview/98209136?accountid=14902",A FEDERAL GUN LAW.: IN FAVOR OF SUPPRESSING THE TRAFFIC IN CONCEALABLE WEAPONS,Yes,Newspaper Article
65,U.S. Gun Control Compared to Other Countries,"By, B. B. (1982, Apr 11). State's gun law: Impact and intent uncertain: City officials unsure on effects of tough gun law. New York Times (1923-Current File) Retrieved from https://ntserver1.wsulibs.wsu.edu:2152/docview/121904832?accountid=14902",State's gun law: Impact and intent uncertain: City officials unsure on effects of tough gun law,Yes,Newspaper Article
65,U.S. Gun Control Compared to Other Countries,"Claire A. Cooke & John E. Puddifoot (2000) Gun Culture and Symbolism Among U.K. and U.S. Women, The Journal of Social Psychology, 140:4, 423-433, DOI: 10.1080/00224540009600482",Gun Culture and Symbolism Among U.K. and U.S. Women,Yes,Article
65,U.S. Gun Control Compared to Other Countries,"Squires, Peter. Gun Culture or Gun Control? Firearms and Violence: Safety and Society. London: Routledge, 2000.",Gun Culture or Gun Control? Firearms and Violence: Safety and Society,Yes,Ebook
65,U.S. Gun Control Compared to Other Countries,"Spitzer, Robert J. The Politics of Gun Control. Boulder, CO: Paradigm Publishers, 2015.",The Politics of Gun Control,Yes,Print Book
65,U.S. Gun Control Compared to Other Countries,"Munz, Earl E. ""A Plan for Control of Firearms."" Journal of Criminal Law and Criminology (1931-1951) 25, no. 3 (1934): 445-53. Accessed September 18, 2020. doi:10.2307/1136231.",A Plan for Control of Firearms,Yes,Article
65,U.S. Gun Control Compared to Other Countries,"Black, Jeremy. ""COULD THE BRITISH HAVE WON THE AMERICAN WAR OF INDEPENDENCE?"" Journal of the Society for Army Historical Research 74, no. 299 (1996): 145-54. Accessed September 18, 2020. http://www.jstor.org/stable/44225322.",COULD THE BRITISH HAVE WON THE AMERICAN WAR OF INDEPENDENCE?,Yes,Article
67,Pushing Mental Illness Aside: The Effects of Stigma,"Ahmedani, Brian K. “Mental Health Stigma: Society, Individuals, and the Profession,” J Soc Work Values Ethics 8, 2 (2011): 41-416.","Mental Health Stigma: Society, Individuals, and the Profession",Yes,Article
67,Pushing Mental Illness Aside: The Effects of Stigma,"Bird, David. “Help is Urged for 36,000 Homeless in City Streets”. The New York Times, March 8, 1981. ","Help is Urged for 36,000 Homeless in City Streets",Yes,Newspaper Article
67,Pushing Mental Illness Aside: The Effects of Stigma,"Foucault, Michel. History of Madness. Abingdon: Routledge. 2006. ",History of Madness,Yes,Print Book
67,Pushing Mental Illness Aside: The Effects of Stigma,"Hinshaw, Stephen P. The Mark of Shame: Stigma of Mental Illness and Agenda for Change. Oxford: Oxford University Press. 2007. ",The Mark of Shame: Stigma of Mental Illness and Agenda for Change,Yes,Print Book
67,Pushing Mental Illness Aside: The Effects of Stigma,"Howard, Ella. Homeless: Poverty and Place in Urban America. (Philadelphia: University of Pennsylvania Press, February 21, 2013), Accessed September 29, 2020. ProQuest Ebook Central.",Homeless: Poverty and Place in Urban America,Yes,Ebook
67,Pushing Mental Illness Aside: The Effects of Stigma,"The Council of Economic Advisors, “The State of Homelessness in America” (Executive Office of the President of the United States, September 2019) 1-41. ",The State of Homelessness in America,Yes,Ebook
67,Pushing Mental Illness Aside: The Effects of Stigma,"Torrey, E. Fuller M.D., and Judy Miller. The Invisible Plague: The Rise of Mental Illness from 1750 to the Present. New Brunswick et al.: Rutgers University Press. 2001.",The Invisible Plague: The Rise of Mental Illness from 1750 to the Present,Yes,Print Book
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Graeme, Hugo. 2014. ""Change and Continuity in Australian International Migration Policy."" The International Migration Review 48, no.3 (October): 868-890. https://doi.org/10.1111/imre.12120.",Change and Continuity in Australian International Migration Policy,Yes,Article
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Kamp, Alanna. 2010. “Formative Geographies of Belonging in White Australia: Constructing the National Self and Other in Parliamentary Debate, 1901.” Geographical Research 48, no. 4 (November): 411- 426. https://doi.org/10.1111/j.1745-5871.2010.00647.x.","Formative Geographies of Belonging in White Australia: Constructing the National Self and Other in Parliamentary Debate, 1901",Yes,Article
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Kwai, Isabella. 2020. ‘No Slavery in Australia’? These Pacific Islanders Tell a Different Story. August 12. Accessed September 13, 2020. https://www.nytimes.com/2020/08/12/world/australia/south-sea-islanders-slavery.html",‘No Slavery in Australia’? These Pacific Islanders Tell a Different Story,Yes,Newspaper Article
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Martens, Jeremy. 2006. “A Transnational History of Immigration Restriction: Natal and New South Wales, 1896–97.” The Journal of Imperial and Commonwealth History 34, no. 3 (September): 323–344. https://doi.org/10.1080/03086530600825969.","A Transnational History of Immigration Restriction: Natal and New South Wales, 1896–97",Yes,Article
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Nettlefold, Charles. 2017. The Chamberlain Legacy. Luton, Bedfordshire: Andrews UK Ltd.",The Chamberlain Legacy,Yes,Ebook
69,How the Immigration Restriction Act of 1901 Benefits Australian Citizens National Identity through Prohibiting Immigration from Non-European Countries to Australia,"Peel, Mark, and Christina Twomey. 2011. A History of Australia. New York: Palgrave Macmillan.",A History of Australia,Yes,Print Book
73,Water Systems,"Buros, O. K., Hadwen, Peter, United Nations. Department of Technical Cooperation for Development, and Interregional Seminar on Non-conventional Water Resources Use in Developing Countries. Non-Conventional Water Resources Use in Developing Countries : Proceedings of the Interregional Seminar, Willemstad, Curação, Netherlands Antilles, 22-28 April 1985. New York: United Nations, 1987.","Non-Conventional Water Resources Use in Developing Countries : Proceedings of the Interregional Seminar, Willemstad, Curação, Netherlands Antilles, 22-28 April 1985",Yes,Print Book
73,Water Systems,"Lahiri-Dutt, Kuntala, and Wasson, Robert J. Water First : Issues and Challenges for Nations and Communities in South Asia. New Delhi: SAGE Publications, 2008.",Water First : Issues and Challenges for Nations and Communities in South Asia,Yes,Print Book
73,Water Systems,"Loen, Suzanne, Thirsty Cities: Learning from Dutch Water Supply Heritage. In: Hein C. (eds) Adaptive Strategies for Water Heritage. Springer, Cham. https://doi.org/10.1007/978-3-030-00268-8_5, 2020.",Thirsty Cities: Learning from Dutch Water Supply Heritage,Yes,Ebook
73,Water Systems,"Lonnquest, John C., and Institute for Water Resources , issuing body. Two Centuries of Experience in Water Resources Management : U.S. Army Corps of Engineers and Rijkswaterstaat, Ministry of Infrastructure and the Environment, 2014.","Two Centuries of Experience in Water Resources Management : U.S. Army Corps of Engineers and Rijkswaterstaat, Ministry of Infrastructure and the Environment, 2014",Yes,Print Book
73,Water Systems,"Moel, P. J. de, and Dijk, J. C. van. Drinking Water Principles and Practices. New Jersey; Hong Kong: World Scientific, 2006.",Drinking Water Principles and Practices,Yes,Print Book
73,Water Systems,"Van Roosbroeck, Filip. 2019. “The Water Supply of Early Modern Amsterdam A Drop in the Bucket?” Tijdschrift Voor Sociale En Economische Geschiedenis ",The Water Supply of Early Modern Amsterdam A Drop in the Bucket?,Yes,Article
77,American and Australian Gun Control,"Douglas, Roger. ""Gun Laws and Sudden Death: Do They Make Much Difference?"" The Australian Quarterly 69, no. 1 (1997): 50-62. doi:10.2307/20634765.",Gun Laws and Sudden Death: Do They Make Much Difference?,Yes,Article
77,American and Australian Gun Control,"Healey, Justin. Gun Control. Thirroul, NSW: The Spinney Press, 2018. ProQuest Ebook Central.",Gun Control,Yes,Ebook
77,American and Australian Gun Control,"LaFollette, Hugh. ""Gun Control."" Ethics 110, no. 2 (2000): 263-81. doi:10.1086/233269.",Gun Control,Yes,Article
79,The 1932 Olympics and the Beginning of Politics in Sport,"Tomlinson, Alan, and Young, Christopher. National Identity and Global Sports Events. National Identity and Global Sports Events. Ithaca: State University of New York Press, 2006.",National Identity and Global Sports Events,Yes,Ebook
79,The 1932 Olympics and the Beginning of Politics in Sport,"Anrd Kruger, and William Murray. The Nazi Olympics. The Nazi Olympics Baltimore: University of Illinois Press, 2003. https://doi.org/10.5406/j.ctt3fh62r. ",The Nazi Olympics.,Yes,Ebook
79,The 1932 Olympics and the Beginning of Politics in Sport,"Guttmann, Allen. ""Sport, Politics and the Engaged Historian."" Journal of Contemporary History 38, no. 3 (2003): 363-75. Accessed September 18, 2020.","Sport, Politics and the Engaged Historian",Yes,Article
79,The 1932 Olympics and the Beginning of Politics in Sport,"Mackenzie, Michael. ""From Athens to Berlin: The 1936 Olympics and Leni Riefenstahl’s Olympia."" Critical Inquiry 29, no. 2 (2003): 302-36. Accessed September 18, 2020.",From Athens to Berlin: The 1936 Olympics and Leni Riefenstahl’s Olympia,Yes,Article
81,Black South African Education and Black American Education,"Badat, Saleem M. Black Student Politics: Higher Education and Apartheid from SASO to SANSCO, 1968-1990. Pretoria: Human Sciences Research Council, 1999. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_eric_primary_ED440609","Black Student Politics: Higher Education and Apartheid from SASO to SANSCO, 1968-1990",Yes,Ebook
81,Black South African Education and Black American Education,"Danns, Dionne, and Michelle A. Purdy. ""Introduction: Historical Perspectives on African American Education, Civil Rights, and Black Power."" The Journal of African American History 100, no. 4 (2015): 573-85. JSTOR.","Introduction: Historical Perspectives on African American Education, Civil Rights, and Black Power",Yes,Article
81,Black South African Education and Black American Education,"Patterson, James T. Brown V. Board of Education : a Civil Rights Milestone and Its Troubled Legacy. Oxford ; New York: Oxford University Press, 2001. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_askewsholts_vlebooks_9780199725953 ",Brown V. Board of Education : a Civil Rights Milestone and Its Troubled Legacy,Yes,Ebook
83,The Progression of Disease Theories,"Johnson, Steven. Ghost Map: The Story of London's Most Terrifying Epidemic-- and How It Changed Science, Cities, and the Modern World. New York: Penguin Group, 2006.","Ghost Map: The Story of London's Most Terrifying Epidemic-- and How It Changed Science, Cities, and the Modern World",Yes,Print Book
83,The Progression of Disease Theories,"Morens, David M., Jeffery K. Taubenberger, Gregory K. Folkers, and Anthony S. Fauci.""Pandemic Influenza's 500th Anniversary."" Clinical Infectious Diseases 51, no. 12 (2010): 1442-444. Accessed September 21, 2020. http://www.jstor.org/stable/29764752.",Pandemic Influenza's 500th Anniversary,Yes,Article
83,The Progression of Disease Theories,"Slack, Paul. ""Responses to Plague in Early Modern Europe: The Implications of Public Health."" Social Research 55, no. 3 (1988): 433-53. Accessed October 12, 2020.http://www.jstor.org/stable/40970513.",Responses to Plague in Early Modern Europe: The Implications of Public Health,Yes,Article
83,The Progression of Disease Theories,"Spinney, Laura. Pale Rider: the Spanish Flu of 1918 and How It Changed the World. First US edition. New York: Public Affairs, 2017.",Pale Rider: the Spanish Flu of 1918 and How It Changed the World,Yes,Print Book
85,Prostitution in Mexico Between the 1900-1990s,"Kirkwood, Burton. ""The History of Mexico"". 2nd ed. Santa Barbara, Calif.: Greenwood Press/ABC-CLIO, 2010.",The History of Mexico,Yes,Print Book
85,Prostitution in Mexico Between the 1900-1990s,"Bliss KE. ""Compromised Positions: Prostitution, Public Health, and Gender Politics in Revolutionary Mexico City"". Pennsylvania State University Press; 2001.","Compromised Positions: Prostitution, Public Health, and Gender Politics in Revolutionary Mexico City",Yes,Print Book
85,Prostitution in Mexico Between the 1900-1990s,"Swedberg, Gregory. “Adjudicating Morality: Estupro in Veracruz, Mexico 1925-1950”. The Latin Americanist 55, no. 2 (2011): 33-35. muse.jhu.edu/article/706502. “accessed on December 9, 2020”.","Adjudicating Morality: Estupro in Veracruz, Mexico 1925-1950",Yes,Article
85,Prostitution in Mexico Between the 1900-1990s,"Swedberg, Gregory. ""Moralizing Public Space: Prostitution, Disease, and Social Disorder in Orizaba, Mexico, 1910–1945."" Journal of Social History 52, no. 1 (2018): 54-73. muse.jhu.edu/article/702780. ""accessed on December 9, 2020"".","Moralizing Public Space: Prostitution, Disease, and Social Disorder in Orizaba, Mexico, 1910–1945",Yes,Article
87,Continual Crisis: The Venezuelan Oil Economy,"John, Jonathan Di. From Windfall to Curse?: Oil and Industrialization in Venezuela, 1920 to the Present. University Park, Pa.: Pennsylvania State University Press, 2009.","From Windfall to Curse?: Oil and Industrialization in Venezuela, 1920 to the Present",Yes,Print Book
87,Continual Crisis: The Venezuelan Oil Economy,"Kott, Adam. “Assessing Whether Oil Dependency in Venezuela Contributes to National Instability.” Journal of Strategic Security 5, no. 3 (2012): 69-86.",Assessing Whether Oil Dependency in Venezuela Contributes to National Instability,Yes,Article
87,Continual Crisis: The Venezuelan Oil Economy,"Salas, Miguel Tinker. Venezuela: What Everyone Needs to Know. New York: Oxford University Press, 2015.",Venezuela: What Everyone Needs to Know,Yes,Print Book
87,Continual Crisis: The Venezuelan Oil Economy,"Viscidi, Lisa. “Venezuela on the Brink: How the State Wrecked the Oil Sector—and How to Save It.” Foreign Affairs 95, no. 5 (2016): 133-140.",Venezuela on the Brink: How the State Wrecked the Oil Sector—and How to Save It.,Yes,Article
89,Threads of Colonization,"Mukherjee, Janam. Hungry Bengal: War, Famine and the End of Empire. Oxford University Press, 2015. Oxford Scholarship Online, 2016. https://searchit.libraries.wsu.edu/permalink/f/1a4huoh/CP51311422510001451.","Hungry Bengal: War, Famine and the End of Empire",Yes,Ebook
89,Threads of Colonization,"Ray, Indrajit. Bengal Industries and the British Industrial Revolution (1757-1857). London: Routledge, 2011. https://doi.org/10.4324/9780203830895.",Bengal Industries and the British Industrial Revolution (1757-1857),Yes,Ebook
89,Threads of Colonization,"Ray, Indrajit. ""Identifying the Woes of the Cotton Textile Industry in Bengal: Tales of the Nineteenth Century."" The Economic History Review, New Series 4 (2009): 857-92. http://www.jstor.org/stable/27771525.",Identifying the Woes of the Cotton Textile Industry in Bengal: Tales of the Nineteenth Century,Yes,Article
89,Threads of Colonization,"Roy, Tirthankar. ""Where Is Bengal? Situating An Indian Region In The Early Modern World Economy."" Past & Present 213 (2011): 115-46. http://www.jstor.org/stable/41416880.",Where Is Bengal? Situating An Indian Region In The Early Modern World Economy,Yes,Article
91,Difficulty of Development in the Democratic Republic of the Congo,"De Mul, Sarah. THE HOLOCAUST AS A PARADIGM FOR THE CONGO ATROCITIES: ADAM HOCHSCHILD'S ""KING LEOPOLD'S GHOST. Criticism 53, no. 4 (2011): 587-606.. http://www.jstor.org/stable/23133898.","THE HOLOCAUST AS A PARADIGM FOR THE CONGO ATROCITIES: ADAM HOCHSCHILD'S ""KING LEOPOLD'S GHOST",Yes,Article
91,Difficulty of Development in the Democratic Republic of the Congo,"Haskin, Jeanne M. Tragic State of the Congo: From decolonization to Dictatorship. New York: Algora Publishing, 2005. JSTOR https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=318736&query=",Tragic State of the Congo: From decolonization to Dictatorship,Yes,Print Book
91,Difficulty of Development in the Democratic Republic of the Congo,"Thompsell, Angela. The Work of Peace: History, Imperialism, and Peacekeeping. Insight Turkey 21, no. 1 (2019): 52-76. https://www.jstor.org/stable/26776047.","The Work of Peace: History, Imperialism, and Peacekeeping",Yes,Article
91,Difficulty of Development in the Democratic Republic of the Congo,"Vansina, Jan. Being Colonized: The Kuba Experience in Rural Congo. Madison: University of Wisconsin Press, 2010. JSTOR https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=3444987",Being Colonized: The Kuba Experience in Rural Congo,Yes,Ebook
